,E+,SiteKBTU,OS
surface_properties.rb,8.9.0-1c5ba897d1,7423787.073025261,Transition
dsn_oa_w_ideal_loads.osm,8.9.0-1c5ba897d1,6490585.292707175,Transition
pv_and_storage_facilityexcess.rb,8.9.0-1c5ba897d1,5620091.093069019,Transition
zone_hvac2.rb,8.9.0-1c5ba897d1,4334178.127768737,Transition
daylighting_no_shades.osm,8.9.0-1c5ba897d1,5552890.859238803,Transition
zone_mixing.osm,8.9.0-1c5ba897d1,1044617.6828109166,Transition
zone_control_contaminant_controller.rb,8.9.0-1c5ba897d1,6758703.799701407,Transition
coolingtowers.rb,8.9.0-1c5ba897d1,9195949.17738868,Transition
pv_and_storage_demandleveling.osm,8.9.0-1c5ba897d1,5547924.297528362,Transition
additional_props.rb,8.9.0-1c5ba897d1,5626735.291082415,Transition
baseline_sys09.osm,8.9.0-1c5ba897d1,6738325.731614671,Transition
asymmetric_interior_constructions.osm,8.9.0-1c5ba897d1,5806090.724759304,Transition
fan_on_off.osm,8.9.0-1c5ba897d1,8641646.769087046,Transition
cooling_coils.rb,8.9.0-1c5ba897d1,9098352.448510017,Transition
hightemprad.rb,8.9.0-1c5ba897d1,4426912.554820193,Transition
surface_properties.osm,8.9.0-1c5ba897d1,7557059.638312517,Transition
plant_op_deltatemp_schemes.osm,8.9.0-1c5ba897d1,2668541.1895573325,Transition
dist_ht_cl.osm,8.9.0-1c5ba897d1,8788027.645148234,Transition
vrf.rb,8.9.0-1c5ba897d1,4214990.124889338,Transition
airloop_and_zonehvac.osm,8.9.0-1c5ba897d1,5644819.641737993,Transition
hightemprad.osm,8.9.0-1c5ba897d1,4426912.554820193,Transition
hot_water.osm,8.9.0-1c5ba897d1,7150749.395176603,Transition
scheduled_infiltration.osm,8.9.0-1c5ba897d1,755087.9870688074,Transition
utility_bill01.osm,8.9.0-1c5ba897d1,5633379.489095811,Transition
zone_mixing.rb,8.9.0-1c5ba897d1,1044617.6828109166,Transition
plenums.rb,8.9.0-1c5ba897d1,5738625.102135401,Transition
unitary_test.osm,8.9.0-1c5ba897d1,3392445.9933678317,Transition
availability_managers.osm,8.9.0-1c5ba897d1,4293933.8128402345,Transition
ducts_and_pipes.rb,8.9.0-1c5ba897d1,7006036.677247167,Transition
baseline_sys10.rb,8.9.0-1c5ba897d1,5915525.6894706795,Transition
refrigeration_system.rb,8.9.0-1c5ba897d1,9416411.439573558,Transition
zone_air_movement.rb,8.9.0-1c5ba897d1,34212738.51082161,Transition
lowtemprad_constflow.rb,8.9.0-1c5ba897d1,9010423.454258552,Transition
thermal_storage.osm,8.9.0-1c5ba897d1,9152795.063900813,Transition
fan_on_off.rb,8.9.0-1c5ba897d1,9027285.120828927,Transition
humidity_control.osm,8.9.0-1c5ba897d1,7917884.137844593,Transition
fuelcell.rb,8.9.0-1c5ba897d1,7150749.395176603,Transition
unitary_vav_bypass.osm,8.9.0-1c5ba897d1,4573833.686639959,Transition
airloop_avms.rb,8.9.0-1c5ba897d1,4179285.8539671353,Transition
schedule_ruleset_2012_NonLeapYear.osm,8.9.0-1c5ba897d1,6790815.843737621,Transition
foundation_kiva.rb,8.9.0-1c5ba897d1,4618902.390710858,Transition
moisture_settings.osm,8.9.0-1c5ba897d1,5648013.785433449,Transition
daylighting_no_shades.rb,8.9.0-1c5ba897d1,5552890.859238803,Transition
vrf.osm,8.9.0-1c5ba897d1,3937734.660855286,Transition
water_economizer.osm,8.9.0-1c5ba897d1,8041157.232512544,Transition
zone_hvac2.osm,8.9.0-1c5ba897d1,4334178.127768737,Transition
baseline_sys01.rb,8.9.0-1c5ba897d1,5626735.291082415,Transition
lifecyclecostparameters.rb,8.9.0-1c5ba897d1,166370.3391285966,Transition
roof_vegetation.rb,8.9.0-1c5ba897d1,4741597.316935416,Transition
solar_collector_flat_plate_water.osm,8.9.0-1c5ba897d1,6108889.860185799,Transition
baseline_sys07.osm,8.9.0-1c5ba897d1,8923707.665921086,Transition
photovoltaics.rb,8.9.0-1c5ba897d1,5627275.546840994,Transition
lowtemprad_varflow.osm,8.9.0-1c5ba897d1,2089235.3656218331,Transition
