,E+,SiteKBTU,OS
outputcontrol_files.rb,9.5.0-de239b2e5f,1957005.3991669219,Transition
baseline_sys02.osm,9.5.0-de239b2e5f,3972955.545046129,Transition
coil_cooling_dx.osm,9.5.0-de239b2e5f,1096245.2813543826,Transition
zoneventilation_windandstackopenarea.rb,9.5.0-de239b2e5f,10637237.803221922,Transition
utility_bill02.rb,9.5.0-de239b2e5f,5643123.049092632,Transition
multi_stage.osm,9.5.0-de239b2e5f,2983927.3363415888,Transition
adiabatic_construction_set.osm,9.5.0-de239b2e5f,1894477.9037398524,Transition
evaporative_cooling.rb,9.5.0-de239b2e5f,7137394.651951389,Transition
zone_hvac_equipment_list.rb,9.5.0-de239b2e5f,2980439.369338836,Transition
schedule_fixed_interval_schedulefile.rb,9.5.0-de239b2e5f,4248485.981921211,Transition
moisture_settings.osm,9.5.0-de239b2e5f,5636621.023647282,Transition
humidity_control.osm,9.5.0-de239b2e5f,7918604.478856031,Transition
airloop_avms.rb,9.5.0-de239b2e5f,4180811.8395308396,Transition
dual_duct.rb,9.5.0-de239b2e5f,5385269.401511394,Transition
setpoint_managers.osm,9.5.0-de239b2e5f,8017035.28680057,Transition
dsn_oa_w_ideal_loads.rb,9.5.0-de239b2e5f,6487931.404770298,Transition
fluid_coolers.osm,9.5.0-de239b2e5f,5302354.359826385,Transition
pv_and_storage_demandleveling.osm,9.5.0-de239b2e5f,5554615.886397774,Transition
solar_collector_flat_plate_water.osm,9.5.0-de239b2e5f,6115041.193296633,Transition
baseline_sys03.osm,9.5.0-de239b2e5f,7137593.693546656,Transition
schedule_fixed_interval.rb,9.5.0-de239b2e5f,4248485.981921211,Transition
coil_waterheating_desuperheater.osm,9.5.0-de239b2e5f,2841877.984520232,Transition
pv_and_storage_facilityexcess.rb,9.5.0-de239b2e5f,5626204.513495039,Transition
plantloop_avms_temp.osm,9.5.0-de239b2e5f,7091453.956129802,Transition
performanceprecisiontradeoffs.osm,9.5.0-de239b2e5f,4410875.489144491,Transition
sizing_zone_dszad.osm,9.5.0-de239b2e5f,2938782.806901065,Transition
chillers_tertiary.osm,9.5.0-de239b2e5f,3129711.08761698,Transition
air_terminals.rb,9.5.0-de239b2e5f,8520288.265002128,Transition
lowtemprad_electric.osm,9.5.0-de239b2e5f,2104419.3958892524,Transition
generator_microturbine.rb,9.5.0-de239b2e5f,48438298.19349532,Transition
shadowcalculation.osm,9.5.0-de239b2e5f,2938782.806901065,Transition
zone_property_user_view_factors_by_surface_name.rb,9.5.0-de239b2e5f,3779316.5073661185,Transition
fan_on_off.rb,9.5.0-de239b2e5f,8430975.457755005,Transition
absorption_chillers.rb,9.5.0-de239b2e5f,7841594.337830574,Transition
photovoltaics.osm,9.5.0-de239b2e5f,5633407.923609421,Transition
airterminal_fourpipebeam.rb,9.5.0-de239b2e5f,6122547.904889514,Transition
daylighting_shades.rb,9.5.0-de239b2e5f,5678173.326201818,Transition
photovoltaics.rb,9.5.0-de239b2e5f,5633407.923609421,Transition
cooling_coils.rb,9.5.0-de239b2e5f,8165141.190020729,Transition
coolingtowers.osm,9.5.0-de239b2e5f,7602990.8559628995,Transition
zone_hvac2.osm,9.5.0-de239b2e5f,4225046.464535862,Transition
airloop_and_zonehvac.rb,9.5.0-de239b2e5f,3774302.554799661,Transition
centralheatpumpsystem.rb,9.5.0-de239b2e5f,7709582.369313336,Transition
foundation_kiva.rb,9.5.0-de239b2e5f,4266636.67977521,Transition
unitary_vav_bypass_plenum.osm,9.5.0-de239b2e5f,3798926.843585401,Transition
airterminal_fourpipebeam.osm,9.5.0-de239b2e5f,6122547.904889514,Transition
schedule_fixed_interval.osm,9.5.0-de239b2e5f,4177693.5212050085,Transition
asymmetric_interior_constructions.osm,9.5.0-de239b2e5f,5806422.460751413,Transition
additional_props.osm,9.5.0-de239b2e5f,5632934.015049264,Transition
thermal_storage.osm,9.5.0-de239b2e5f,7823434.161805371,Transition
surfacecontrol_moveableinsulation.rb,9.5.0-de239b2e5f,2950497.8265081383,Transition
plantloop_avms.rb,9.5.0-de239b2e5f,5632934.015049264,Transition
ems.rb,9.5.0-de239b2e5f,5632934.015049264,Transition
refrigeration_system.osm,9.5.0-de239b2e5f,8600776.894859135,Transition
unitary_test.osm,9.5.0-de239b2e5f,2120361.679852922,Transition
dist_ht_cl.osm,9.5.0-de239b2e5f,7575172.423481704,Transition
unitary_vav_bypass.rb,9.5.0-de239b2e5f,4587548.600370893,Transition
airterminal_cooledbeam.osm,9.5.0-de239b2e5f,6207055.279336649,Transition
foundation_kiva.osm,9.5.0-de239b2e5f,4266636.67977521,Transition
