,E+,SiteKBTU,OS
surfacecontrol_moveableinsulation.osm,22.2.0-aa78da9668,2950403.044796107,3.5.1
zone_property_user_view_factors_by_surface_name.rb,22.2.0-aa78da9668,4509780.205649186,3.5.1
doas_heatexchanger_airtoair_sensibleandlatent.osm,22.2.0-aa78da9668,3284698.1431306135,3.5.1
coilsystem_waterhx.rb,22.2.0-aa78da9668,4185731.010385266,3.5.1
air_chillers.rb,22.2.0-aa78da9668,12543800.37524577,3.5.1
baseline_sys05.rb,22.2.0-aa78da9668,7414479.508903784,3.5.1
utility_bill01.osm,22.2.0-aa78da9668,5638308.13812144,3.5.1
shadingcontrol_singlezone.rb,22.2.0-aa78da9668,6474216.491039364,3.5.1
ghx_horizontal_trench_kusuda.rb,22.2.0-aa78da9668,729.8191826412543,3.5.1
unitary_vav_bypass_coiltypes.rb,22.2.0-aa78da9668,2361334.7045213804,3.5.1
transformer.rb,22.2.0-aa78da9668,7081094.315004778,3.5.1
storage_liion_battery.rb,22.2.0-aa78da9668,2089235.3656218331,3.5.1
utility_bill01.rb,22.2.0-aa78da9668,7078440.4270679,3.5.1
baseline_sys02.osm,22.2.0-aa78da9668,3953828.5955582066,3.5.1
phase_change.rb,22.2.0-aa78da9668,2740793.2886388167,3.5.1
setpoint_manager_systemnodereset.osm,22.2.0-aa78da9668,3192958.924055488,3.5.1
generator_microturbine.osm,22.2.0-aa78da9668,48424497.97622356,3.5.1
sizing_zone_dszad.rb,22.2.0-aa78da9668,2938782.806901065,3.5.1
shadowcalculation.rb,22.2.0-aa78da9668,2938782.806901065,3.5.1
epw_design_conditions.osm,22.2.0-aa78da9668,5631720.809135263,3.5.1
absorption_chillers.osm,22.2.0-aa78da9668,7840703.389737479,3.5.1
plant_op_deltatemp_schemes.rb,22.2.0-aa78da9668,2420487.971000134,3.5.1
vrf_watercooled.rb,22.2.0-aa78da9668,7321356.476833001,3.5.1
fluid_coolers.rb,22.2.0-aa78da9668,5310477.15254747,3.5.1
vrf.rb,22.2.0-aa78da9668,3811760.287394443,3.5.1
electric_equipment_ITE.osm,22.2.0-aa78da9668,7890245.790616257,3.5.1
daylighting_shades.rb,22.2.0-aa78da9668,7110050.12803035,3.5.1
roof_vegetation.osm,22.2.0-aa78da9668,4757643.860782322,3.5.1
zone_control_contaminant_controller.osm,22.2.0-aa78da9668,6759319.88082961,3.5.1
airloop_and_zonehvac.osm,22.2.0-aa78da9668,5678078.544489787,3.5.1
zone_hvac_equipment_list.osm,22.2.0-aa78da9668,2980439.369338836,3.5.1
photovoltaics_sandia.osm,22.2.0-aa78da9668,1957052.7900229378,3.5.1
headered_pumps.osm,22.2.0-aa78da9668,7693829.648773729,3.5.1
roof_vegetation.rb,22.2.0-aa78da9668,4757643.860782322,3.5.1
ems_scott.osm,22.2.0-aa78da9668,29097.98559361884,3.5.1
fuelcell.rb,22.2.0-aa78da9668,7455813.8135206485,3.5.1
coil_waterheating_desuperheater.rb,22.2.0-aa78da9668,2660996.5652796384,3.5.1
ems_1floor_SpaceType_1space.osm,22.2.0-aa78da9668,4510671.153742281,3.5.1
output_objects_2.osm,22.2.0-aa78da9668,1957005.3991669219,3.5.1
afn_single_zone_nv.osm,22.2.0-aa78da9668,1044617.6828109166,3.5.1
heatpump_hot_water.osm,22.2.0-aa78da9668,4530736.442179314,3.5.1
daylighting_no_shades.osm,22.2.0-aa78da9668,5557392.990560292,3.5.1
coilsystem_dxhx.osm,22.2.0-aa78da9668,1159066.6000887495,3.5.1
multiple_airloops.rb,22.2.0-aa78da9668,13204770.122267466,3.5.1
multiple_airloops.osm,22.2.0-aa78da9668,13204770.122267466,3.5.1
afn_single_zone_nv.rb,22.2.0-aa78da9668,1044617.6828109166,3.5.1
centralheatpumpsystem.rb,22.2.0-aa78da9668,7711278.961958696,3.5.1
fan_on_off.rb,22.2.0-aa78da9668,8519994.441694831,3.5.1
lowtemprad_varflow.rb,22.2.0-aa78da9668,2089235.3656218331,3.5.1
thermal_storage.osm,22.2.0-aa78da9668,7822789.646163558,3.5.1
baseline_sys07.rb,22.2.0-aa78da9668,7822789.646163558,3.5.1
daylighting_devices.osm,22.2.0-aa78da9668,2938204.638457674,3.5.1
space_load_instances.osm,22.2.0-aa78da9668,4981423.482888296,3.5.1
ems.rb,22.2.0-aa78da9668,7081094.315004778,3.5.1
scheduled_infiltration.osm,22.2.0-aa78da9668,745657.2067216899,3.5.1
unitary_vav_bypass.rb,22.2.0-aa78da9668,4587548.600370893,3.5.1
refrigeration_system_2.osm,22.2.0-aa78da9668,3679103.803235391,3.5.1
zoneventilation_windandstackopenarea.osm,22.2.0-aa78da9668,10637237.803221922,3.5.1
asymmetric_interior_constructions.osm,22.2.0-aa78da9668,5786281.346944756,3.5.1
fan_componentmodel.osm,22.2.0-aa78da9668,3923185.6680584773,3.5.1
thermal_storage.rb,22.2.0-aa78da9668,7822789.646163558,3.5.1
fan_on_off.osm,22.2.0-aa78da9668,7590252.19386589,3.5.1
vrf.osm,22.2.0-aa78da9668,3763781.784764183,3.5.1
shadingcontrol_singlezone.osm,22.2.0-aa78da9668,6485429.167572671,3.5.1
chillers_tertiary.osm,22.2.0-aa78da9668,3129350.917111261,3.5.1
heatexchanger_desiccant_balancedflow.osm,22.2.0-aa78da9668,5265455.839332588,3.5.1
schedule_ruleset_2012_NonLeapYear.rb,22.2.0-aa78da9668,6791820.529885153,3.5.1
unitary_system_performance_multispeed.rb,22.2.0-aa78da9668,2148976.278715181,3.5.1
surface_properties.rb,22.2.0-aa78da9668,8780198.675734447,3.5.1
lowtemprad_constflow.rb,22.2.0-aa78da9668,9001523.45149881,3.5.1
chiller_reformulated.osm,22.2.0-aa78da9668,1404380.6271682424,3.5.1
phase_change.osm,22.2.0-aa78da9668,2740793.2886388167,3.5.1
doas_heatexchanger_airtoair_sensibleandlatent.rb,22.2.0-aa78da9668,3284698.1431306135,3.5.1
vrf_airloophvac.osm,22.2.0-aa78da9668,1889833.5998503172,3.5.1
outputcontrol_files.rb,22.2.0-aa78da9668,1957005.3991669219,3.5.1
tablelookup.rb,22.2.0-aa78da9668,2244544.678956373,3.5.1
ptac_othercoils.rb,22.2.0-aa78da9668,4539949.224588758,3.5.1
dsn_oa_w_ideal_loads.rb,22.2.0-aa78da9668,6487931.404770298,3.5.1
chillers_tertiary.rb,22.2.0-aa78da9668,3129350.917111261,3.5.1
humidity_control_2.osm,22.2.0-aa78da9668,5805029.169584553,3.5.1
design_day.osm,22.2.0-aa78da9668,1044617.6828109166,3.5.1
foundation_kiva_customblocks.osm,22.2.0-aa78da9668,4569814.942049831,3.5.1
surfacecontrol_moveableinsulation.rb,22.2.0-aa78da9668,2950403.044796107,3.5.1
zone_fan_exhaust.rb,22.2.0-aa78da9668,4122900.2134796963,3.5.1
environmental_factors.rb,22.2.0-aa78da9668,1044617.6828109166,3.5.1
plant_op_temp_schemes.osm,22.2.0-aa78da9668,2420487.971000134,3.5.1
airterminal_fourpipebeam.osm,22.2.0-aa78da9668,6122472.079519889,3.5.1
electric_equipment_ITE.rb,22.2.0-aa78da9668,7890245.790616257,3.5.1
solar_collector_flat_plate_water.rb,22.2.0-aa78da9668,7563068.798855303,3.5.1
baseline_sys06.rb,22.2.0-aa78da9668,6704611.876645125,3.5.1
plenums.osm,22.2.0-aa78da9668,5219685.750592657,3.5.1
daylighting_shades.osm,22.2.0-aa78da9668,5576500.983705809,3.5.1
pvwatts.osm,22.2.0-aa78da9668,5650298.024693403,3.5.1
baseline_sys01.osm,22.2.0-aa78da9668,5650298.024693403,3.5.1
zone_mixing.rb,22.2.0-aa78da9668,1044617.6828109166,3.5.1
daylighting_no_shades.rb,22.2.0-aa78da9668,7007306.752188386,3.5.1
lifecyclecostparameters.rb,22.2.0-aa78da9668,162958.19749546866,3.5.1
zone_property_user_view_factors_by_surface_name.osm,22.2.0-aa78da9668,3777970.6070552734,3.5.1
schedule_ruleset_2013.rb,22.2.0-aa78da9668,6780579.418838238,3.5.1
baseline_sys04.rb,22.2.0-aa78da9668,4436343.33516731,3.5.1
epw_design_conditions.rb,22.2.0-aa78da9668,7081094.315004778,3.5.1
baseline_sys10.rb,22.2.0-aa78da9668,5915952.20717482,3.5.1
air_chillers.osm,22.2.0-aa78da9668,4224600.990489314,3.5.1
solar_collector_flat_plate_water.osm,22.2.0-aa78da9668,6113846.943725037,3.5.1
transformer.osm,22.2.0-aa78da9668,5631720.809135263,3.5.1
lowtemprad_electric.rb,22.2.0-aa78da9668,2104125.5725819548,3.5.1
space_load_instances.rb,22.2.0-aa78da9668,4981423.482888296,3.5.1
heatpump_plantloop_eir.rb,22.2.0-aa78da9668,1662736.6178232464,3.5.1
plantloop_avms.osm,22.2.0-aa78da9668,5631720.809135263,3.5.1
zone_hvac2.osm,22.2.0-aa78da9668,4224600.990489314,3.5.1
ducts_and_pipes.osm,22.2.0-aa78da9668,5389164.929875881,3.5.1
ducts_and_pipes.rb,22.2.0-aa78da9668,5379279.197311013,3.5.1
heatexchanger_airtoair_sensibleandlatent.rb,22.2.0-aa78da9668,3457513.638677341,3.5.1
doas.osm,22.2.0-aa78da9668,5717280.260585946,3.5.1
surface_properties.osm,22.2.0-aa78da9668,7562727.584691991,3.5.1
ems.osm,22.2.0-aa78da9668,32803.950534043914,3.5.1
baseline_sys03.osm,22.2.0-aa78da9668,7137593.693546656,3.5.1
water_economizer.osm,22.2.0-aa78da9668,6911567.744865539,3.5.1
ghx_horizontal_trench_kusuda.osm,22.2.0-aa78da9668,729.8191826412543,3.5.1
coilsystem_integrated_heatpump.rb,22.2.0-aa78da9668,1082843.1472731526,3.5.1
hot_water.osm,22.2.0-aa78da9668,7151583.47424248,3.5.1
interior_partitions.rb,22.2.0-aa78da9668,3669748.848257899,3.5.1
ptac_othercoils.osm,22.2.0-aa78da9668,4893902.049998564,3.5.1
schedule_fixed_interval_schedulefile.osm,22.2.0-aa78da9668,4177693.5212050085,3.5.1
schedule_fixed_interval.rb,22.2.0-aa78da9668,4248485.981921211,3.5.1
schedule_ruleset_2012_LeapYear.rb,22.2.0-aa78da9668,6791820.529885153,3.5.1
outputcontrol_files.osm,22.2.0-aa78da9668,1957005.3991669219,3.5.1
dual_duct.rb,22.2.0-aa78da9668,5385269.401511394,3.5.1
ExampleModel.rb,22.2.0-aa78da9668,162958.19749546866,3.5.1
pv_and_storage_facilityexcess.rb,22.2.0-aa78da9668,7086402.090878533,3.5.1
air_terminals.rb,22.2.0-aa78da9668,8519861.747297987,3.5.1
coil_cooling_dx_airloop.osm,22.2.0-aa78da9668,1095600.76571257,3.5.1
coil_waterheating_desuperheater_2.rb,22.2.0-aa78da9668,4677809.224738331,3.5.1
coil_cooling_dx.rb,22.2.0-aa78da9668,1096245.2813543826,3.5.1
zone_hvac2.rb,22.2.0-aa78da9668,4224600.990489314,3.5.1
coilsystem_dxhx_desiccant_balancedflow.osm,22.2.0-aa78da9668,1159066.6000887495,3.5.1
dual_duct.osm,22.2.0-aa78da9668,5385269.401511394,3.5.1
zone_control_contaminant_controller.rb,22.2.0-aa78da9668,6759319.88082961,3.5.1
solar_collector_flat_plate_photovoltaicthermal.rb,22.2.0-aa78da9668,7156237.256303217,3.5.1
tablelookup.osm,22.2.0-aa78da9668,2244544.678956373,3.5.1
availability_managers.rb,22.2.0-aa78da9668,4288948.2947873855,3.5.1
ideal_loads_w_plenums.rb,22.2.0-aa78da9668,1145200.0356185657,3.5.1
surface_properties_lwr.rb,22.2.0-aa78da9668,1950437.0265231507,3.5.1
unitary_vav_bypass_plenum.rb,22.2.0-aa78da9668,3798926.843585401,3.5.1
pv_and_storage_facilityexcess.osm,22.2.0-aa78da9668,5625057.65477946,3.5.1
baseline_sys09.osm,22.2.0-aa78da9668,6738884.943715654,3.5.1
zone_fan_exhaust.osm,22.2.0-aa78da9668,4122701.1718844306,3.5.1
unitary_system_performance_multispeed.osm,22.2.0-aa78da9668,2158245.930151846,3.5.1
heatrecovery_chiller.rb,22.2.0-aa78da9668,5231467.117398152,3.5.1
plantloop_avms_temp.osm,22.2.0-aa78da9668,7091131.698308896,3.5.1
moisture_settings.rb,22.2.0-aa78da9668,7081606.136249747,3.5.1
setpoint_managers.rb,22.2.0-aa78da9668,8016400.24932996,3.5.1
headered_pumps.rb,22.2.0-aa78da9668,7691204.19535046,3.5.1
cooling_coils.rb,22.2.0-aa78da9668,8172714.248812032,3.5.1
zone_hvac_cooling_panel.osm,22.2.0-aa78da9668,1045053.6786862605,3.5.1
output_objects.rb,22.2.0-aa78da9668,1957005.3991669219,3.5.1
unitary_test.rb,22.2.0-aa78da9668,2120361.679852922,3.5.1
multiple_loops_w_plenums.rb,22.2.0-aa78da9668,6491381.459088239,3.5.1
exterior_equipment.osm,22.2.0-aa78da9668,4922109.087499089,3.5.1
coil_cooling_dx.osm,22.2.0-aa78da9668,1096245.2813543826,3.5.1
plant_op_temp_schemes.rb,22.2.0-aa78da9668,2420487.971000134,3.5.1
centralheatpumpsystem.osm,22.2.0-aa78da9668,7706539.87635713,3.5.1
chiller_electric_ashrae205.rb,22.2.0-aa78da9668,3134819.8218954685,3.5.1
coilsystem_dxhx_desiccant_balancedflow.rb,22.2.0-aa78da9668,1159066.6000887495,3.5.1
chiller_reformulated.rb,22.2.0-aa78da9668,1404380.6271682424,3.5.1
photovoltaics.osm,22.2.0-aa78da9668,5632175.761353013,3.5.1
sizing_zone_dszad.osm,22.2.0-aa78da9668,2938782.806901065,3.5.1
storage_liion_battery.osm,22.2.0-aa78da9668,2089235.3656218331,3.5.1
coolingtowers.osm,22.2.0-aa78da9668,7602990.8559628995,3.5.1
pv_and_storage_demandleveling.osm,22.2.0-aa78da9668,5554530.582856947,3.5.1
moisture_settings.osm,22.2.0-aa78da9668,5635407.817733281,3.5.1
tablemultivariablelookup.rb,22.2.0-aa78da9668,6122472.079519889,3.5.1
refrigeration_system.rb,22.2.0-aa78da9668,8599819.59956762,3.5.1
schedule_file.rb,22.2.0-aa78da9668,6910856.882025303,3.5.1
fluid_coolers.osm,22.2.0-aa78da9668,5310477.15254747,3.5.1
hightemprad.osm,22.2.0-aa78da9668,4425917.346843864,3.5.1
meters.rb,22.2.0-aa78da9668,7822789.646163558,3.5.1
plant_op_deltatemp_schemes.osm,22.2.0-aa78da9668,2420487.971000134,3.5.1
performanceprecisiontradeoffs.osm,22.2.0-aa78da9668,4410951.314514116,3.5.1
coil_waterheating_desuperheater_2.osm,22.2.0-aa78da9668,4677809.224738331,3.5.1
doas_coil_cooling_dx_two_speed.rb,22.2.0-aa78da9668,3386759.0906459517,3.5.1
additional_props.osm,22.2.0-aa78da9668,5631720.809135263,3.5.1
baseline_sys04.osm,22.2.0-aa78da9668,4462920.127220895,3.5.1
baseline_sys02.rb,22.2.0-aa78da9668,4273783.220862373,3.5.1
refrigeration_system.osm,22.2.0-aa78da9668,8599819.59956762,3.5.1
adiabatic_construction_set.osm,22.2.0-aa78da9668,1894477.9037398524,3.5.1
lowtemprad_varflow.osm,22.2.0-aa78da9668,2089235.3656218331,3.5.1
exterior_equipment.rb,22.2.0-aa78da9668,4922109.087499089,3.5.1
solar_collector_flat_plate_photovoltaicthermal.osm,22.2.0-aa78da9668,6245242.831114073,3.5.1
schedule_ruleset_2013.osm,22.2.0-aa78da9668,6780579.418838238,3.5.1
adiabatic_construction_set.rb,22.2.0-aa78da9668,1544714.430001832,3.5.1
setpoint_managers.osm,22.2.0-aa78da9668,8016400.24932996,3.5.1
evaporative_cooling.rb,22.2.0-aa78da9668,7137394.651951389,3.5.1
fan_systemmodel.osm,22.2.0-aa78da9668,11910137.239460303,3.5.1
generator_windturbine.osm,22.2.0-aa78da9668,2938782.806901065,3.5.1
output_objects.osm,22.2.0-aa78da9668,1957005.3991669219,3.5.1
zone_hvac.rb,22.2.0-aa78da9668,,3.5.1
design_day.rb,22.2.0-aa78da9668,1044617.6828109166,3.5.1
swimmingpool_indoor.rb,22.2.0-aa78da9668,11524508.365889626,3.5.1
coil_waterheating_desuperheater.osm,22.2.0-aa78da9668,2660996.5652796384,3.5.1
tablemultivariablelookup.osm,22.2.0-aa78da9668,6122472.079519889,3.5.1
elcd_no_generators.osm,22.2.0-aa78da9668,1051195.5336258907,3.5.1
heatrecovery_chiller.osm,22.2.0-aa78da9668,5231467.117398152,3.5.1
surface_properties_ground_and_solarmult.osm,22.2.0-aa78da9668,2576157.4548403933,3.5.1
zoneventilation_windandstackopenarea.rb,22.2.0-aa78da9668,10637237.803221922,3.5.1
ideal_plant.osm,22.2.0-aa78da9668,7158559.408247986,3.5.1
water_heaters.rb,22.2.0-aa78da9668,7544140.890962646,3.5.1
photovoltaics.rb,22.2.0-aa78da9668,7081539.789051325,3.5.1
baseline_sys05.osm,22.2.0-aa78da9668,6988672.667603026,3.5.1
refrigeration_system_2.rb,22.2.0-aa78da9668,3679103.803235391,3.5.1
plantloop_avms_temp.rb,22.2.0-aa78da9668,7091131.698308896,3.5.1
airterminal_cooledbeam.rb,22.2.0-aa78da9668,6211690.105054982,3.5.1
multi_stage_electric.osm,22.2.0-aa78da9668,2179325.3829076136,3.5.1
window_property_frame_and_divider.rb,22.2.0-aa78da9668,1962066.7425893953,3.5.1
airterminal_inletsidemixer.osm,22.2.0-aa78da9668,3363840.872676776,3.5.1
doas.rb,22.2.0-aa78da9668,5717280.260585946,3.5.1
environmental_factors.osm,22.2.0-aa78da9668,1044617.6828109166,3.5.1
heatpump_plantloop_eir.osm,22.2.0-aa78da9668,1662736.6178232464,3.5.1
pthp_othercoils.rb,22.2.0-aa78da9668,4543427.713420308,3.5.1
infiltration.osm,22.2.0-aa78da9668,1044617.6828109166,3.5.1
coilsystem_waterhx.osm,22.2.0-aa78da9668,4185731.010385266,3.5.1
dsn_oa_w_ideal_loads.osm,22.2.0-aa78da9668,6490907.550528082,3.5.1
ideal_plant.rb,22.2.0-aa78da9668,7158559.408247986,3.5.1
schedule_ruleset_2012_LeapYear.osm,22.2.0-aa78da9668,6791820.529885153,3.5.1
hot_water.rb,22.2.0-aa78da9668,7151583.47424248,3.5.1
humidity_control_2.rb,22.2.0-aa78da9668,5805029.169584553,3.5.1
interior_partitions.osm,22.2.0-aa78da9668,6113827.987382632,3.5.1
airloop_and_zonehvac.rb,22.2.0-aa78da9668,4538318.97914182,3.5.1
solar_collector_integralcollectorstorage.osm,22.2.0-aa78da9668,6263128.140174385,3.5.1
airterminal_cooledbeam.osm,22.2.0-aa78da9668,6207055.279336649,3.5.1
unitary_vav_bypass_plenum.osm,22.2.0-aa78da9668,3798926.843585401,3.5.1
foundation_kiva.rb,22.2.0-aa78da9668,6348099.945010475,3.5.1
pvwatts.rb,22.2.0-aa78da9668,7081094.315004778,3.5.1
additional_props.rb,22.2.0-aa78da9668,7081094.315004778,3.5.1
coolingtowers.rb,22.2.0-aa78da9668,7879725.020580779,3.5.1
heatpump_hot_water.rb,22.2.0-aa78da9668,4530736.442179314,3.5.1
cooling_coils.osm,22.2.0-aa78da9668,8172714.248812032,3.5.1
air_terminals.osm,22.2.0-aa78da9668,9936715.647769554,3.5.1
surface_properties_lwr.osm,22.2.0-aa78da9668,1950437.0265231507,3.5.1
coil_cooling_dx_airloop.rb,22.2.0-aa78da9668,1095600.76571257,3.5.1
airloop_avms.rb,22.2.0-aa78da9668,4180811.8395308396,3.5.1
vrf_watercooled.osm,22.2.0-aa78da9668,7321062.653525704,3.5.1
baseline_sys08.rb,22.2.0-aa78da9668,6553387.655099135,3.5.1
baseline_sys03.rb,22.2.0-aa78da9668,7143290.074439738,3.5.1
multi_stage_electric.rb,22.2.0-aa78da9668,2179325.3829076136,3.5.1
airloop_avms.osm,22.2.0-aa78da9668,4180811.8395308396,3.5.1
unitary_system.osm,22.2.0-aa78da9668,3813523.227238226,3.5.1
schedule_ruleset_2012_NonLeapYear.osm,22.2.0-aa78da9668,6791820.529885153,3.5.1
daylighting_devices.rb,22.2.0-aa78da9668,2938204.638457674,3.5.1
ideal_loads_w_plenums.osm,22.2.0-aa78da9668,1145200.0356185657,3.5.1
output_objects_2.rb,22.2.0-aa78da9668,1957005.3991669219,3.5.1
vrf_airloophvac.rb,22.2.0-aa78da9668,1889833.5998503172,3.5.1
unitary_vav_bypass_coiltypes.osm,22.2.0-aa78da9668,2361334.7045213804,3.5.1
baseline_sys10.osm,22.2.0-aa78da9668,5904786.921497529,3.5.1
utility_bill02.osm,22.2.0-aa78da9668,5642080.450260287,3.5.1
coilsystem_integrated_heatpump.osm,22.2.0-aa78da9668,1082833.6691019493,3.5.1
plantloop_avms.rb,22.2.0-aa78da9668,7081094.315004778,3.5.1
evaporative_cooling.osm,22.2.0-aa78da9668,7408792.606181904,3.5.1
coilsystem_dxhx.rb,22.2.0-aa78da9668,1159066.6000887495,3.5.1
pv_and_storage_demandleveling.rb,22.2.0-aa78da9668,7093738.195389758,3.5.1
heatexchanger_airtoair_sensibleandlatent.osm,22.2.0-aa78da9668,3464423.2254844247,3.5.1
unitary_vav_bypass.osm,22.2.0-aa78da9668,4587548.600370893,3.5.1
baseline_sys01.rb,22.2.0-aa78da9668,7081094.315004778,3.5.1
python_plugin.rb,22.2.0-aa78da9668,1044617.6828109166,3.5.1
