,E+,SiteKBTU,OS
vrf.osm,9.3.0-baff08990c,3526107.1636744156,3.0.0
thermal_storage.rb,9.3.0-baff08990c,7822685.386280324,3.0.0
utility_bill01.rb,9.3.0-baff08990c,5639473.953179426,3.0.0
hightemprad.osm,9.3.0-baff08990c,4425974.215871082,3.0.0
lowtemprad_constflow.rb,9.3.0-baff08990c,9001400.235273167,3.0.0
fan_on_off.osm,9.3.0-baff08990c,7814429.899162395,3.0.0
pv_and_storage_demandleveling.rb,9.3.0-baff08990c,5554644.320911384,3.0.0
baseline_sys08.osm,9.3.0-baff08990c,6540942.816309422,3.0.0
dual_duct.rb,9.3.0-baff08990c,5384719.667581612,3.0.0
lowtemprad_constflow.osm,9.3.0-baff08990c,8970425.571781328,3.0.0
unitary_system_performance_multispeed.rb,9.3.0-baff08990c,2148995.2350575873,3.0.0
water_heaters.rb,9.3.0-baff08990c,6096027.981863147,3.0.0
interior_partitions.rb,9.3.0-baff08990c,2868928.685133974,3.0.0
zone_property_user_view_factors_by_surface_name.osm,9.3.0-baff08990c,3779354.4200509307,3.0.0
daylighting_no_shades.osm,9.3.0-baff08990c,5559023.236007231,3.0.0
lowtemprad_varflow.osm,9.3.0-baff08990c,2089235.3656218331,3.0.0
zoneventilation_windandstackopenarea.osm,9.3.0-baff08990c,10637256.759564329,3.0.0
unitary_vav_bypass.rb,9.3.0-baff08990c,4587577.034884502,3.0.0
sizing_zone_dszad.rb,9.3.0-baff08990c,2938811.241414675,3.0.0
water_economizer.rb,9.3.0-baff08990c,7886293.39322455,3.0.0
baseline_sys06.osm,9.3.0-baff08990c,6354829.446564699,3.0.0
utility_bill01.osm,9.3.0-baff08990c,5639473.953179426,3.0.0
heatpump_hot_water.rb,9.3.0-baff08990c,4530764.876692923,3.0.0
solar_collector_flat_plate_photovoltaicthermal.osm,9.3.0-baff08990c,6246512.906055293,3.0.0
ems_scott.osm,9.3.0-baff08990c,29192.767305650174,3.0.0
zone_hvac.rb,9.3.0-baff08990c,,3.0.0
plantloop_avms.osm,9.3.0-baff08990c,5632971.927734077,3.0.0
sizing_zone_dszad.osm,9.3.0-baff08990c,2938811.241414675,3.0.0
unitary_test.osm,9.3.0-baff08990c,2120380.6361953286,3.0.0
baseline_sys10.rb,9.3.0-baff08990c,5915990.119859633,3.0.0
setpoint_managers.rb,9.3.0-baff08990c,8016172.773221085,3.0.0
coil_waterheating_desuperheater.osm,9.3.0-baff08990c,2823897.893747888,3.0.0
baseline_sys09.osm,9.3.0-baff08990c,6738941.812742874,3.0.0
airterminal_fourpipebeam.rb,9.3.0-baff08990c,6121865.476562888,3.0.0
surface_properties.osm,9.3.0-baff08990c,7565144.518348789,3.0.0
solar_collector_flat_plate_water.osm,9.3.0-baff08990c,6115050.671467836,3.0.0
utility_bill02.osm,9.3.0-baff08990c,5643160.961777445,3.0.0
centralheatpumpsystem.osm,9.3.0-baff08990c,7684673.735391502,3.0.0
hot_water.osm,9.3.0-baff08990c,7151602.430584886,3.0.0
ideal_plant.rb,9.3.0-baff08990c,7158578.3645903915,3.0.0
zone_hvac.osm,9.3.0-baff08990c,,3.0.0
fan_on_off.rb,9.3.0-baff08990c,8430349.898455597,3.0.0
airloop_avms.osm,9.3.0-baff08990c,4180811.8395308396,3.0.0
cooling_coils.rb,9.3.0-baff08990c,8163179.20858168,3.0.0
humidity_control.osm,9.3.0-baff08990c,7918613.957027235,3.0.0
baseline_sys05.osm,9.3.0-baff08990c,6988577.885890995,3.0.0
additional_props.rb,9.3.0-baff08990c,5632971.927734077,3.0.0
coilsystem_waterhx.rb,9.3.0-baff08990c,4185939.530151734,3.0.0
unitary_system_performance_multispeed.osm,9.3.0-baff08990c,2158264.886494252,3.0.0
vrf_watercooled.rb,9.3.0-baff08990c,7309840.498821194,3.0.0
pv_and_storage_demandleveling.osm,9.3.0-baff08990c,5554644.320911384,3.0.0
unitary_vav_bypass_plenum.osm,9.3.0-baff08990c,3803656.4510157644,3.0.0
ideal_loads_w_plenums.osm,9.3.0-baff08990c,1145218.9919609718,3.0.0
chillers_tertiary.osm,9.3.0-baff08990c,3132014.283219341,3.0.0
zone_mixing.rb,9.3.0-baff08990c,1044617.6828109166,3.0.0
schedule_ruleset_2012_LeapYear.osm,9.3.0-baff08990c,6791839.486227561,3.0.0
generator_microturbine.osm,9.3.0-baff08990c,48438781.58022668,3.0.0
baseline_sys03.osm,9.3.0-baff08990c,7137612.649889061,3.0.0
vrf_watercooled.osm,9.3.0-baff08990c,7309840.498821194,3.0.0
coil_waterheating_desuperheater.rb,9.3.0-baff08990c,2823897.893747888,3.0.0
plant_op_schemes.osm,9.3.0-baff08990c,7761162.577000787,3.0.0
plantloop_avms.rb,9.3.0-baff08990c,5632971.927734077,3.0.0
shadowcalculation.osm,9.3.0-baff08990c,2938811.241414675,3.0.0
plantloop_avms_temp.rb,9.3.0-baff08990c,7090913.700371224,3.0.0
water_heaters.osm,9.3.0-baff08990c,6287468.083824031,3.0.0
availability_managers.osm,9.3.0-baff08990c,4291478.966498623,3.0.0
water_economizer.osm,9.3.0-baff08990c,6986577.991767134,3.0.0
schedule_ruleset_2012_NonLeapYear.rb,9.3.0-baff08990c,6791839.486227561,3.0.0
asymmetric_interior_constructions.osm,9.3.0-baff08990c,5806356.113552991,3.0.0
foundation_kiva_customblocks.osm,9.3.0-baff08990c,4261878.637831238,3.0.0
heatexchanger_airtoair_sensibleandlatent.osm,9.3.0-baff08990c,3464451.6599980346,3.0.0
lowtemprad_electric.rb,9.3.0-baff08990c,2104125.5725819548,3.0.0
pvwatts.osm,9.3.0-baff08990c,5651369.058039358,3.0.0
daylighting_shades.rb,9.3.0-baff08990c,5678211.238886631,3.0.0
unitary_system.osm,9.3.0-baff08990c,3813930.7885999605,3.0.0
interior_partitions.osm,9.3.0-baff08990c,6115107.540495054,3.0.0
solar_collector_integralcollectorstorage.osm,9.3.0-baff08990c,6264436.127800417,3.0.0
baseline_sys10.osm,9.3.0-baff08990c,5904824.834182342,3.0.0
centralheatpumpsystem.rb,9.3.0-baff08990c,7683308.878738251,3.0.0
plant_op_deltatemp_schemes.rb,9.3.0-baff08990c,2419909.802556743,3.0.0
generator_microturbine.rb,9.3.0-baff08990c,48438781.58022668,3.0.0
baseline_sys07.osm,9.3.0-baff08990c,7724036.5803981135,3.0.0
coolingtowers.osm,9.3.0-baff08990c,7774138.193377876,3.0.0
ems.osm,9.3.0-baff08990c,32803.950534043914,3.0.0
evaporative_cooling.osm,9.3.0-baff08990c,7408821.0406955145,3.0.0
unitary_systems_airloop_and_zonehvac.osm,9.3.0-baff08990c,5633370.010924608,3.0.0
space_load_instances.osm,9.3.0-baff08990c,4981442.439230702,3.0.0
scheduled_infiltration.osm,9.3.0-baff08990c,753249.2218553995,3.0.0
additional_props.osm,9.3.0-baff08990c,5632971.927734077,3.0.0
tablemultivariablelookup.osm,9.3.0-baff08990c,6121865.476562888,3.0.0
coilsystem_dxhx.osm,9.3.0-baff08990c,1159417.2924232655,3.0.0
surface_properties.rb,9.3.0-baff08990c,7431246.3937621275,3.0.0
zone_fan_exhaust.osm,9.3.0-baff08990c,4188195.33489808,3.0.0
airloop_avms.rb,9.3.0-baff08990c,4180811.8395308396,3.0.0
roof_vegetation.osm,9.3.0-baff08990c,4741976.443783542,3.0.0
pvwatts.rb,9.3.0-baff08990c,5633199.403842951,3.0.0
headered_pumps.osm,9.3.0-baff08990c,7692938.700680633,3.0.0
lifecyclecostparameters.osm,9.3.0-baff08990c,166275.55741656528,3.0.0
zone_hvac_equipment_list.osm,9.3.0-baff08990c,2980600.4982492886,3.0.0
performanceprecisiontradeoffs.osm,9.3.0-baff08990c,4410894.445486898,3.0.0
afn_single_zone_nv.rb,9.3.0-baff08990c,1044617.6828109166,3.0.0
hot_water.rb,9.3.0-baff08990c,7151602.430584886,3.0.0
airloop_and_zonehvac.osm,9.3.0-baff08990c,5651075.234732061,3.0.0
coolingtowers.rb,9.3.0-baff08990c,7879033.11408295,3.0.0
coilsystem_waterhx.osm,9.3.0-baff08990c,4185939.530151734,3.0.0
photovoltaics.rb,9.3.0-baff08990c,5633445.836294233,3.0.0
transformer.osm,9.3.0-baff08990c,5632981.405905279,3.0.0
schedule_ruleset_2012_NonLeapYear.osm,9.3.0-baff08990c,6791839.486227561,3.0.0
foundation_kiva.rb,9.3.0-baff08990c,4229842.419164647,3.0.0
thermal_storage.osm,9.3.0-baff08990c,7822685.386280324,3.0.0
airterminal_fourpipebeam.osm,9.3.0-baff08990c,6121865.476562888,3.0.0
schedule_fixed_interval_schedulefile.rb,9.3.0-baff08990c,4248514.41643482,3.0.0
moisture_settings.osm,9.3.0-baff08990c,5636639.979989689,3.0.0
zone_hvac_equipment_list.rb,9.3.0-baff08990c,2980600.4982492886,3.0.0
air_chillers.rb,9.3.0-baff08990c,12544994.624817366,3.0.0
plant_op_temp_schemes.rb,9.3.0-baff08990c,2419909.802556743,3.0.0
dist_ht_cl.rb,9.3.0-baff08990c,7570878.811926684,3.0.0
schedule_fixed_interval.osm,9.3.0-baff08990c,4177731.433889821,3.0.0
photovoltaics.osm,9.3.0-baff08990c,5633445.836294233,3.0.0
baseline_sys05.rb,9.3.0-baff08990c,7413522.213612268,3.0.0
zone_mixing.osm,9.3.0-baff08990c,1044617.6828109166,3.0.0
foundation_kiva_customblocks.rb,9.3.0-baff08990c,4261878.637831238,3.0.0
output_objects.osm,9.3.0-baff08990c,1957014.8773381254,3.0.0
air_terminals.osm,9.3.0-baff08990c,9965861.024219189,3.0.0
baseline_sys09.rb,9.3.0-baff08990c,6752912.637096291,3.0.0
meters.osm,9.3.0-baff08990c,7822685.386280324,3.0.0
baseline_sys01.rb,9.3.0-baff08990c,5632971.927734077,3.0.0
shadowcalculation.rb,9.3.0-baff08990c,2938811.241414675,3.0.0
heatpump_hot_water.osm,9.3.0-baff08990c,4530764.876692923,3.0.0
solar_collector_flat_plate_photovoltaicthermal.rb,9.3.0-baff08990c,6246512.906055293,3.0.0
humidity_control.rb,9.3.0-baff08990c,7918613.957027235,3.0.0
baseline_sys07.rb,9.3.0-baff08990c,7822685.386280324,3.0.0
unitary_system.rb,9.3.0-baff08990c,3813930.7885999605,3.0.0
fuelcell.rb,9.3.0-baff08990c,7470628.195111145,3.0.0
schedule_file.rb,9.3.0-baff08990c,6910875.838367709,3.0.0
coilsystem_dxhx.rb,9.3.0-baff08990c,1159417.2924232655,3.0.0
ideal_plant.osm,9.3.0-baff08990c,7158578.3645903915,3.0.0
baseline_sys01.osm,9.3.0-baff08990c,5651369.058039358,3.0.0
cooling_coils.osm,9.3.0-baff08990c,8166107.963483449,3.0.0
absorption_chillers.osm,9.3.0-baff08990c,7841044.603900793,3.0.0
air_chillers.osm,9.3.0-baff08990c,4224600.990489314,3.0.0
adiabatic_construction_set.osm,9.3.0-baff08990c,1894449.469226243,3.0.0
refrigeration_system.rb,9.3.0-baff08990c,8575337.483349925,3.0.0
meters.rb,9.3.0-baff08990c,7822685.386280324,3.0.0
plenums.rb,9.3.0-baff08990c,5219590.968880626,3.0.0
solar_collector_flat_plate_water.rb,9.3.0-baff08990c,6115088.584152648,3.0.0
transformer.rb,9.3.0-baff08990c,5632981.405905279,3.0.0
epw_design_conditions.osm,9.3.0-baff08990c,5632971.927734077,3.0.0
chillers_tertiary.rb,9.3.0-baff08990c,3132014.283219341,3.0.0
unitary_systems_airloop_and_zonehvac.rb,9.3.0-baff08990c,5635549.990301328,3.0.0
schedule_fixed_interval_schedulefile.osm,9.3.0-baff08990c,4177731.433889821,3.0.0
epw_design_conditions.rb,9.3.0-baff08990c,5632971.927734077,3.0.0
schedule_ruleset_2012_LeapYear.rb,9.3.0-baff08990c,6791839.486227561,3.0.0
zone_hvac2.rb,9.3.0-baff08990c,4224600.990489314,3.0.0
unitary_test.rb,9.3.0-baff08990c,2120380.6361953286,3.0.0
fluid_coolers.osm,9.3.0-baff08990c,5301994.189320666,3.0.0
headered_pumps.rb,9.3.0-baff08990c,7690332.2035997715,3.0.0
daylighting_shades.osm,9.3.0-baff08990c,5678211.238886631,3.0.0
exterior_equipment.rb,9.3.0-baff08990c,4922137.5220126975,3.0.0
ideal_loads_w_plenums.rb,9.3.0-baff08990c,1145218.9919609718,3.0.0
solar_collector_integralcollectorstorage.rb,9.3.0-baff08990c,6264436.127800417,3.0.0
electric_equipment_ITE.osm,9.3.0-baff08990c,7894672.09656812,3.0.0
dist_ht_cl.osm,9.3.0-baff08990c,7573447.396322734,3.0.0
unitary_vav_bypass_plenum.rb,9.3.0-baff08990c,3803656.4510157644,3.0.0
hightemprad.rb,9.3.0-baff08990c,4425974.215871082,3.0.0
baseline_sys04.osm,9.3.0-baff08990c,4462910.649049692,3.0.0
unitary_vav_bypass.osm,9.3.0-baff08990c,4587577.034884502,3.0.0
adiabatic_construction_set.rb,9.3.0-baff08990c,1894449.469226243,3.0.0
evaporative_cooling.rb,9.3.0-baff08990c,7137423.086464998,3.0.0
ems.rb,9.3.0-baff08990c,5632971.927734077,3.0.0
schedule_fixed_interval.rb,9.3.0-baff08990c,4248514.41643482,3.0.0
ems_1floor_SpaceType_1space.osm,9.3.0-baff08990c,4510538.459345437,3.0.0
plenums.osm,9.3.0-baff08990c,5219590.968880626,3.0.0
zone_control_contaminant_controller.rb,9.3.0-baff08990c,6759338.837172016,3.0.0
dsn_oa_w_ideal_loads.rb,9.3.0-baff08990c,6487950.361112704,3.0.0
baseline_sys02.osm,9.3.0-baff08990c,3972510.0709995823,3.0.0
airterminal_cooledbeam.rb,9.3.0-baff08990c,6207472.318869587,3.0.0
fluid_coolers.rb,9.3.0-baff08990c,5301994.189320666,3.0.0
baseline_sys02.rb,9.3.0-baff08990c,3793780.1966220997,3.0.0
multi_stage.rb,9.3.0-baff08990c,2983093.257275713,3.0.0
lowtemprad_electric.osm,9.3.0-baff08990c,2104419.3958892524,3.0.0
fuelcell.osm,9.3.0-baff08990c,7470628.195111145,3.0.0
baseline_sys06.rb,9.3.0-baff08990c,6703976.839174516,3.0.0
