,E+,SiteKBTU,OS
foundation_kiva.osm,23.1.0-87ed9199d4,4574942.632670726,3.7.0-alpha
chiller_electric_ashrae205.osm,23.1.0-87ed9199d4,3134819.8218954685,3.7.0-alpha
lowtemprad_constflow.osm,23.1.0-87ed9199d4,8970491.918979753,3.7.0-alpha
fuelcell.osm,23.1.0-87ed9199d4,7455813.8135206485,3.7.0-alpha
generator_windturbine.rb,23.1.0-87ed9199d4,2938782.806901065,3.7.0-alpha
outputcontrol_timestamp.rb,23.1.0-87ed9199d4,1957005.3991669219,3.7.0-alpha
zone_hvac_equipment_list.rb,23.1.0-87ed9199d4,2980439.369338836,3.7.0-alpha
surfacecontrol_moveableinsulation.osm,23.1.0-87ed9199d4,2950403.044796107,3.7.0-alpha
zone_property_user_view_factors_by_surface_name.rb,23.1.0-87ed9199d4,4509780.205649186,3.7.0-alpha
doas_heatexchanger_airtoair_sensibleandlatent.osm,23.1.0-87ed9199d4,3284698.1431306135,3.7.0-alpha
coilsystem_waterhx.rb,23.1.0-87ed9199d4,4185731.010385266,3.7.0-alpha
air_chillers.rb,23.1.0-87ed9199d4,12543800.37524577,3.7.0-alpha
baseline_sys05.rb,23.1.0-87ed9199d4,7414479.508903784,3.7.0-alpha
utility_bill01.osm,23.1.0-87ed9199d4,5638308.13812144,3.7.0-alpha
shadingcontrol_singlezone.rb,23.1.0-87ed9199d4,6474216.491039364,3.7.0-alpha
ghx_horizontal_trench_kusuda.rb,23.1.0-87ed9199d4,729.8191826412543,3.7.0-alpha
unitary_vav_bypass_coiltypes.rb,23.1.0-87ed9199d4,2361334.7045213804,3.7.0-alpha
transformer.rb,23.1.0-87ed9199d4,7081094.315004778,3.7.0-alpha
storage_liion_battery.rb,23.1.0-87ed9199d4,2089235.3656218331,3.7.0-alpha
utility_bill01.rb,23.1.0-87ed9199d4,7078440.4270679,3.7.0-alpha
baseline_sys02.osm,23.1.0-87ed9199d4,3953828.5955582066,3.7.0-alpha
phase_change.rb,23.1.0-87ed9199d4,2740793.2886388167,3.7.0-alpha
setpoint_manager_systemnodereset.osm,23.1.0-87ed9199d4,3192958.924055488,3.7.0-alpha
generator_microturbine.osm,23.1.0-87ed9199d4,48424497.97622356,3.7.0-alpha
sizing_zone_dszad.rb,23.1.0-87ed9199d4,2938782.806901065,3.7.0-alpha
shadowcalculation.rb,23.1.0-87ed9199d4,2938782.806901065,3.7.0-alpha
epw_design_conditions.osm,23.1.0-87ed9199d4,5631720.809135263,3.7.0-alpha
absorption_chillers.osm,23.1.0-87ed9199d4,7840703.389737479,3.7.0-alpha
plant_op_deltatemp_schemes.rb,23.1.0-87ed9199d4,3079761.1253764685,3.7.0-alpha
vrf_watercooled.rb,23.1.0-87ed9199d4,7333507.492315418,3.7.0-alpha
fluid_coolers.rb,23.1.0-87ed9199d4,5310477.15254747,3.7.0-alpha
vrf.rb,23.1.0-87ed9199d4,3811760.287394443,3.7.0-alpha
electric_equipment_ITE.osm,23.1.0-87ed9199d4,7890245.790616257,3.7.0-alpha
daylighting_shades.rb,23.1.0-87ed9199d4,7110050.12803035,3.7.0-alpha
roof_vegetation.osm,23.1.0-87ed9199d4,4757643.860782322,3.7.0-alpha
zone_control_contaminant_controller.osm,23.1.0-87ed9199d4,6759319.88082961,3.7.0-alpha
airloop_and_zonehvac.osm,23.1.0-87ed9199d4,5678078.544489787,3.7.0-alpha
zone_hvac_equipment_list.osm,23.1.0-87ed9199d4,2980439.369338836,3.7.0-alpha
photovoltaics_sandia.osm,23.1.0-87ed9199d4,1957052.7900229378,3.7.0-alpha
headered_pumps.osm,23.1.0-87ed9199d4,7693829.648773729,3.7.0-alpha
autosize_hvac.rb,23.1.0-87ed9199d4,0.0,3.7.0-alpha
roof_vegetation.rb,23.1.0-87ed9199d4,4757643.860782322,3.7.0-alpha
ems_scott.osm,23.1.0-87ed9199d4,,3.7.0-alpha
fuelcell.rb,23.1.0-87ed9199d4,7454240.437100928,3.7.0-alpha
coil_waterheating_desuperheater.rb,23.1.0-87ed9199d4,2655499.225981821,3.7.0-alpha
ems_1floor_SpaceType_1space.osm,23.1.0-87ed9199d4,4510671.153742281,3.7.0-alpha
output_objects_2.osm,23.1.0-87ed9199d4,1957005.3991669219,3.7.0-alpha
afn_single_zone_nv.osm,23.1.0-87ed9199d4,1044617.6828109166,3.7.0-alpha
heatpump_hot_water.osm,23.1.0-87ed9199d4,4530736.442179314,3.7.0-alpha
daylighting_no_shades.osm,23.1.0-87ed9199d4,5557392.990560292,3.7.0-alpha
coilsystem_dxhx.osm,23.1.0-87ed9199d4,1159066.6000887495,3.7.0-alpha
multiple_airloops.rb,23.1.0-87ed9199d4,13204770.122267466,3.7.0-alpha
multiple_airloops.osm,23.1.0-87ed9199d4,13204770.122267466,3.7.0-alpha
afn_single_zone_nv.rb,23.1.0-87ed9199d4,1044617.6828109166,3.7.0-alpha
centralheatpumpsystem.rb,23.1.0-87ed9199d4,7711278.961958696,3.7.0-alpha
fan_on_off.rb,23.1.0-87ed9199d4,8519994.441694831,3.7.0-alpha
lowtemprad_varflow.rb,23.1.0-87ed9199d4,2089235.3656218331,3.7.0-alpha
thermal_storage.osm,23.1.0-87ed9199d4,7822789.646163558,3.7.0-alpha
heatpump_airtowater_fuelfired.osm,23.1.0-87ed9199d4,2097197.0294324644,3.7.0-alpha
baseline_sys07.rb,23.1.0-87ed9199d4,7822789.646163558,3.7.0-alpha
daylighting_devices.osm,23.1.0-87ed9199d4,2938204.638457674,3.7.0-alpha
space_load_instances.osm,23.1.0-87ed9199d4,4981423.482888296,3.7.0-alpha
heatpump_airtowater_fuelfired.rb,23.1.0-87ed9199d4,2097197.0294324644,3.7.0-alpha
ems.rb,23.1.0-87ed9199d4,7081094.315004778,3.7.0-alpha
scheduled_infiltration.osm,23.1.0-87ed9199d4,745657.2067216899,3.7.0-alpha
unitary_vav_bypass.rb,23.1.0-87ed9199d4,4587548.600370893,3.7.0-alpha
refrigeration_system_2.osm,23.1.0-87ed9199d4,3679103.803235391,3.7.0-alpha
zoneventilation_windandstackopenarea.osm,23.1.0-87ed9199d4,10637237.803221922,3.7.0-alpha
asymmetric_interior_constructions.osm,23.1.0-87ed9199d4,5825568.366581743,3.7.0-alpha
fan_componentmodel.osm,23.1.0-87ed9199d4,3923185.6680584773,3.7.0-alpha
thermal_storage.rb,23.1.0-87ed9199d4,7822789.646163558,3.7.0-alpha
fan_on_off.osm,23.1.0-87ed9199d4,7590252.19386589,3.7.0-alpha
coil_userdefined.osm,23.1.0-87ed9199d4,3189470.9570527347,3.7.0-alpha
vrf.osm,23.1.0-87ed9199d4,3763791.2629353865,3.7.0-alpha
shadingcontrol_singlezone.osm,23.1.0-87ed9199d4,6485429.167572671,3.7.0-alpha
chillers_tertiary.osm,23.1.0-87ed9199d4,3129350.917111261,3.7.0-alpha
heatexchanger_desiccant_balancedflow.osm,23.1.0-87ed9199d4,5265455.839332588,3.7.0-alpha
schedule_ruleset_2012_NonLeapYear.rb,23.1.0-87ed9199d4,6790351.413348668,3.7.0-alpha
unitary_system_performance_multispeed.rb,23.1.0-87ed9199d4,2148976.278715181,3.7.0-alpha
surface_properties.rb,23.1.0-87ed9199d4,8780198.675734447,3.7.0-alpha
lowtemprad_constflow.rb,23.1.0-87ed9199d4,9001523.45149881,3.7.0-alpha
chiller_reformulated.osm,23.1.0-87ed9199d4,1404380.6271682424,3.7.0-alpha
phase_change.osm,23.1.0-87ed9199d4,2740793.2886388167,3.7.0-alpha
doas_heatexchanger_airtoair_sensibleandlatent.rb,23.1.0-87ed9199d4,3284698.1431306135,3.7.0-alpha
vrf_airloophvac.osm,23.1.0-87ed9199d4,1889833.5998503172,3.7.0-alpha
outputcontrol_files.rb,23.1.0-87ed9199d4,1957005.3991669219,3.7.0-alpha
tablelookup.rb,23.1.0-87ed9199d4,2244544.678956373,3.7.0-alpha
ptac_othercoils.rb,23.1.0-87ed9199d4,4539949.224588758,3.7.0-alpha
dsn_oa_w_ideal_loads.rb,23.1.0-87ed9199d4,6487931.404770298,3.7.0-alpha
vrf_fluid_temperature_control_hr.rb,23.1.0-87ed9199d4,1499503.5533628867,3.7.0-alpha
chillers_tertiary.rb,23.1.0-87ed9199d4,3129350.917111261,3.7.0-alpha
humidity_control_2.osm,23.1.0-87ed9199d4,5805029.169584553,3.7.0-alpha
design_day.osm,23.1.0-87ed9199d4,1044617.6828109166,3.7.0-alpha
foundation_kiva_customblocks.osm,23.1.0-87ed9199d4,4569814.942049831,3.7.0-alpha
surfacecontrol_moveableinsulation.rb,23.1.0-87ed9199d4,2950403.044796107,3.7.0-alpha
zone_fan_exhaust.rb,23.1.0-87ed9199d4,4122900.2134796963,3.7.0-alpha
environmental_factors.rb,23.1.0-87ed9199d4,1044617.6828109166,3.7.0-alpha
plant_op_temp_schemes.osm,23.1.0-87ed9199d4,7819974.629316228,3.7.0-alpha
airterminal_fourpipebeam.osm,23.1.0-87ed9199d4,6122472.079519889,3.7.0-alpha
electric_equipment_ITE.rb,23.1.0-87ed9199d4,7890245.790616257,3.7.0-alpha
solar_collector_flat_plate_water.rb,23.1.0-87ed9199d4,7563068.798855303,3.7.0-alpha
baseline_sys06.rb,23.1.0-87ed9199d4,6704611.876645125,3.7.0-alpha
plenums.osm,23.1.0-87ed9199d4,5219685.750592657,3.7.0-alpha
daylighting_shades.osm,23.1.0-87ed9199d4,5576500.983705809,3.7.0-alpha
pvwatts.osm,23.1.0-87ed9199d4,5650298.024693403,3.7.0-alpha
baseline_sys01.osm,23.1.0-87ed9199d4,5650298.024693403,3.7.0-alpha
zone_mixing.rb,23.1.0-87ed9199d4,1044617.6828109166,3.7.0-alpha
daylighting_no_shades.rb,23.1.0-87ed9199d4,7007306.752188386,3.7.0-alpha
lifecyclecostparameters.rb,23.1.0-87ed9199d4,162939.24115306238,3.7.0-alpha
zone_property_user_view_factors_by_surface_name.osm,23.1.0-87ed9199d4,3777970.6070552734,3.7.0-alpha
schedule_ruleset_2013.rb,23.1.0-87ed9199d4,6779110.302301752,3.7.0-alpha
baseline_sys04.rb,23.1.0-87ed9199d4,4435215.432794137,3.7.0-alpha
epw_design_conditions.rb,23.1.0-87ed9199d4,7081094.315004778,3.7.0-alpha
baseline_sys10.rb,23.1.0-87ed9199d4,5915952.20717482,3.7.0-alpha
air_chillers.osm,23.1.0-87ed9199d4,4224600.990489314,3.7.0-alpha
solar_collector_flat_plate_water.osm,23.1.0-87ed9199d4,6113846.943725037,3.7.0-alpha
transformer.osm,23.1.0-87ed9199d4,5631720.809135263,3.7.0-alpha
lowtemprad_electric.rb,23.1.0-87ed9199d4,2104125.5725819548,3.7.0-alpha
space_load_instances.rb,23.1.0-87ed9199d4,4981423.482888296,3.7.0-alpha
heatpump_plantloop_eir.rb,23.1.0-87ed9199d4,1662736.6178232464,3.7.0-alpha
plantloop_avms.osm,23.1.0-87ed9199d4,5631720.809135263,3.7.0-alpha
zone_hvac2.osm,23.1.0-87ed9199d4,4224600.990489314,3.7.0-alpha
ducts_and_pipes.osm,23.1.0-87ed9199d4,5389164.929875881,3.7.0-alpha
ducts_and_pipes.rb,23.1.0-87ed9199d4,5379279.197311013,3.7.0-alpha
heatexchanger_airtoair_sensibleandlatent.rb,23.1.0-87ed9199d4,3457219.8153700437,3.7.0-alpha
doas.osm,23.1.0-87ed9199d4,5717280.260585946,3.7.0-alpha
surface_properties.osm,23.1.0-87ed9199d4,7562727.584691991,3.7.0-alpha
ems.osm,23.1.0-87ed9199d4,32803.950534043914,3.7.0-alpha
baseline_sys03.osm,23.1.0-87ed9199d4,7137593.693546656,3.7.0-alpha
water_economizer.osm,23.1.0-87ed9199d4,6911567.744865539,3.7.0-alpha
ghx_horizontal_trench_kusuda.osm,23.1.0-87ed9199d4,729.8191826412543,3.7.0-alpha
coilsystem_integrated_heatpump.rb,23.1.0-87ed9199d4,1082843.1472731526,3.7.0-alpha
hot_water.osm,23.1.0-87ed9199d4,7151583.47424248,3.7.0-alpha
interior_partitions.rb,23.1.0-87ed9199d4,3586919.110113718,3.7.0-alpha
ptac_othercoils.osm,23.1.0-87ed9199d4,4893902.049998564,3.7.0-alpha
schedule_fixed_interval_schedulefile.osm,23.1.0-87ed9199d4,4177693.5212050085,3.7.0-alpha
schedule_fixed_interval.rb,23.1.0-87ed9199d4,4248485.981921211,3.7.0-alpha
schedule_ruleset_2012_LeapYear.rb,23.1.0-87ed9199d4,6790351.413348668,3.7.0-alpha
outputcontrol_files.osm,23.1.0-87ed9199d4,1957005.3991669219,3.7.0-alpha
dual_duct.rb,23.1.0-87ed9199d4,5385269.401511394,3.7.0-alpha
ExampleModel.rb,23.1.0-87ed9199d4,162939.24115306238,3.7.0-alpha
pv_and_storage_facilityexcess.rb,23.1.0-87ed9199d4,7086402.090878533,3.7.0-alpha
air_terminals.rb,23.1.0-87ed9199d4,8519861.747297987,3.7.0-alpha
coil_cooling_dx_airloop.osm,23.1.0-87ed9199d4,1095600.76571257,3.7.0-alpha
coil_waterheating_desuperheater_2.rb,23.1.0-87ed9199d4,4677809.224738331,3.7.0-alpha
coil_cooling_dx.rb,23.1.0-87ed9199d4,1096245.2813543826,3.7.0-alpha
zone_hvac2.rb,23.1.0-87ed9199d4,4224600.990489314,3.7.0-alpha
coilsystem_dxhx_desiccant_balancedflow.osm,23.1.0-87ed9199d4,1159066.6000887495,3.7.0-alpha
dual_duct.osm,23.1.0-87ed9199d4,5385269.401511394,3.7.0-alpha
zone_control_contaminant_controller.rb,23.1.0-87ed9199d4,6757784.417094703,3.7.0-alpha
solar_collector_flat_plate_photovoltaicthermal.rb,23.1.0-87ed9199d4,7156237.256303217,3.7.0-alpha
tablelookup.osm,23.1.0-87ed9199d4,2244544.678956373,3.7.0-alpha
availability_managers.rb,23.1.0-87ed9199d4,4286047.974399228,3.7.0-alpha
solar_collector_flat_plate_photovoltaicthermal_bipvt.osm,23.1.0-87ed9199d4,4247794.075423381,3.7.0-alpha
ideal_loads_w_plenums.rb,23.1.0-87ed9199d4,1145200.0356185657,3.7.0-alpha
surface_properties_lwr.rb,23.1.0-87ed9199d4,1950437.0265231507,3.7.0-alpha
unitary_vav_bypass_plenum.rb,23.1.0-87ed9199d4,3798926.843585401,3.7.0-alpha
ghx_horizontal_trench_xing.rb,23.1.0-87ed9199d4,729.8191826412543,3.7.0-alpha
pv_and_storage_facilityexcess.osm,23.1.0-87ed9199d4,5625057.65477946,3.7.0-alpha
baseline_sys09.osm,23.1.0-87ed9199d4,6738884.943715654,3.7.0-alpha
zone_fan_exhaust.osm,23.1.0-87ed9199d4,4122701.1718844306,3.7.0-alpha
unitary_system_performance_multispeed.osm,23.1.0-87ed9199d4,2158245.930151846,3.7.0-alpha
heatrecovery_chiller.rb,23.1.0-87ed9199d4,5231467.117398152,3.7.0-alpha
plantloop_avms_temp.osm,23.1.0-87ed9199d4,7091131.698308896,3.7.0-alpha
moisture_settings.rb,23.1.0-87ed9199d4,7081606.136249747,3.7.0-alpha
setpoint_managers.rb,23.1.0-87ed9199d4,8016400.24932996,3.7.0-alpha
headered_pumps.rb,23.1.0-87ed9199d4,7691204.19535046,3.7.0-alpha
cooling_coils.rb,23.1.0-87ed9199d4,8172714.248812032,3.7.0-alpha
zone_hvac_cooling_panel.osm,23.1.0-87ed9199d4,1045053.6786862605,3.7.0-alpha
output_objects.rb,23.1.0-87ed9199d4,1957005.3991669219,3.7.0-alpha
unitary_test.rb,23.1.0-87ed9199d4,3394009.8916163486,3.7.0-alpha
multiple_loops_w_plenums.rb,23.1.0-87ed9199d4,6491381.459088239,3.7.0-alpha
exterior_equipment.osm,23.1.0-87ed9199d4,4922109.087499089,3.7.0-alpha
coil_cooling_dx.osm,23.1.0-87ed9199d4,1096245.2813543826,3.7.0-alpha
plant_op_temp_schemes.rb,23.1.0-87ed9199d4,7819974.629316228,3.7.0-alpha
centralheatpumpsystem.osm,23.1.0-87ed9199d4,7706539.87635713,3.7.0-alpha
chiller_electric_ashrae205.rb,23.1.0-87ed9199d4,3134819.8218954685,3.7.0-alpha
coil_userdefined.rb,23.1.0-87ed9199d4,3189470.9570527347,3.7.0-alpha
coilsystem_dxhx_desiccant_balancedflow.rb,23.1.0-87ed9199d4,1159066.6000887495,3.7.0-alpha
chiller_reformulated.rb,23.1.0-87ed9199d4,1404380.6271682424,3.7.0-alpha
photovoltaics.osm,23.1.0-87ed9199d4,5632175.761353013,3.7.0-alpha
sizing_zone_dszad.osm,23.1.0-87ed9199d4,2938782.806901065,3.7.0-alpha
storage_liion_battery.osm,23.1.0-87ed9199d4,2089235.3656218331,3.7.0-alpha
coolingtowers.osm,23.1.0-87ed9199d4,7602990.8559628995,3.7.0-alpha
pv_and_storage_demandleveling.osm,23.1.0-87ed9199d4,5554530.582856947,3.7.0-alpha
moisture_settings.osm,23.1.0-87ed9199d4,5635407.817733281,3.7.0-alpha
tablemultivariablelookup.rb,23.1.0-87ed9199d4,6122472.079519889,3.7.0-alpha
refrigeration_system.rb,23.1.0-87ed9199d4,8599819.59956762,3.7.0-alpha
outputcontrol_timestamp.osm,23.1.0-87ed9199d4,1957005.3991669219,3.7.0-alpha
schedule_file.rb,23.1.0-87ed9199d4,6909454.112687239,3.7.0-alpha
fluid_coolers.osm,23.1.0-87ed9199d4,5310477.15254747,3.7.0-alpha
hightemprad.osm,23.1.0-87ed9199d4,4425917.346843864,3.7.0-alpha
meters.rb,23.1.0-87ed9199d4,7822789.646163558,3.7.0-alpha
plant_op_deltatemp_schemes.osm,23.1.0-87ed9199d4,3079761.1253764685,3.7.0-alpha
performanceprecisiontradeoffs.osm,23.1.0-87ed9199d4,4410951.314514116,3.7.0-alpha
coil_waterheating_desuperheater_2.osm,23.1.0-87ed9199d4,4677809.224738331,3.7.0-alpha
doas_coil_cooling_dx_two_speed.rb,23.1.0-87ed9199d4,3386759.0906459517,3.7.0-alpha
additional_props.osm,23.1.0-87ed9199d4,5631720.809135263,3.7.0-alpha
baseline_sys04.osm,23.1.0-87ed9199d4,4462920.127220895,3.7.0-alpha
baseline_sys02.rb,23.1.0-87ed9199d4,4273783.220862373,3.7.0-alpha
refrigeration_system.osm,23.1.0-87ed9199d4,8599819.59956762,3.7.0-alpha
adiabatic_construction_set.osm,23.1.0-87ed9199d4,1894477.9037398524,3.7.0-alpha
lowtemprad_varflow.osm,23.1.0-87ed9199d4,2089235.3656218331,3.7.0-alpha
exterior_equipment.rb,23.1.0-87ed9199d4,4922109.087499089,3.7.0-alpha
solar_collector_flat_plate_photovoltaicthermal.osm,23.1.0-87ed9199d4,6245242.831114073,3.7.0-alpha
schedule_ruleset_2013.osm,23.1.0-87ed9199d4,6780579.418838238,3.7.0-alpha
adiabatic_construction_set.rb,23.1.0-87ed9199d4,1544714.430001832,3.7.0-alpha
ghx_horizontal_trench_xing.osm,23.1.0-87ed9199d4,729.8191826412543,3.7.0-alpha
setpoint_managers.osm,23.1.0-87ed9199d4,8016400.24932996,3.7.0-alpha
evaporative_cooling.rb,23.1.0-87ed9199d4,7135830.753702872,3.7.0-alpha
fan_systemmodel.osm,23.1.0-87ed9199d4,11910668.017047677,3.7.0-alpha
generator_windturbine.osm,23.1.0-87ed9199d4,2938782.806901065,3.7.0-alpha
output_objects.osm,23.1.0-87ed9199d4,1957005.3991669219,3.7.0-alpha
zone_hvac.rb,23.1.0-87ed9199d4,,3.7.0-alpha
design_day.rb,23.1.0-87ed9199d4,1044617.6828109166,3.7.0-alpha
swimmingpool_indoor.rb,23.1.0-87ed9199d4,11524508.365889626,3.7.0-alpha
coil_waterheating_desuperheater.osm,23.1.0-87ed9199d4,2660996.5652796384,3.7.0-alpha
tablemultivariablelookup.osm,23.1.0-87ed9199d4,6122472.079519889,3.7.0-alpha
elcd_no_generators.osm,23.1.0-87ed9199d4,1051195.5336258907,3.7.0-alpha
heatrecovery_chiller.osm,23.1.0-87ed9199d4,5231467.117398152,3.7.0-alpha
surface_properties_ground_and_solarmult.osm,23.1.0-87ed9199d4,2576157.4548403933,3.7.0-alpha
vrf_fluid_temperature_control_hr.osm,23.1.0-87ed9199d4,1499503.5533628867,3.7.0-alpha
zoneventilation_windandstackopenarea.rb,23.1.0-87ed9199d4,10236349.074014202,3.7.0-alpha
ideal_plant.osm,23.1.0-87ed9199d4,7158559.408247986,3.7.0-alpha
water_heaters.rb,23.1.0-87ed9199d4,7544140.890962646,3.7.0-alpha
photovoltaics.rb,23.1.0-87ed9199d4,7081539.789051325,3.7.0-alpha
baseline_sys05.osm,23.1.0-87ed9199d4,6988672.667603026,3.7.0-alpha
refrigeration_system_2.rb,23.1.0-87ed9199d4,3679103.803235391,3.7.0-alpha
plantloop_avms_temp.rb,23.1.0-87ed9199d4,7091131.698308896,3.7.0-alpha
airterminal_cooledbeam.rb,23.1.0-87ed9199d4,6211690.105054982,3.7.0-alpha
multi_stage_electric.osm,23.1.0-87ed9199d4,2179325.3829076136,3.7.0-alpha
window_property_frame_and_divider.rb,23.1.0-87ed9199d4,1962066.7425893953,3.7.0-alpha
airterminal_inletsidemixer.osm,23.1.0-87ed9199d4,3363840.872676776,3.7.0-alpha
doas.rb,23.1.0-87ed9199d4,5717280.260585946,3.7.0-alpha
environmental_factors.osm,23.1.0-87ed9199d4,1044617.6828109166,3.7.0-alpha
heatpump_plantloop_eir.osm,23.1.0-87ed9199d4,1662736.6178232464,3.7.0-alpha
pthp_othercoils.rb,23.1.0-87ed9199d4,4543427.713420308,3.7.0-alpha
infiltration.osm,23.1.0-87ed9199d4,1044617.6828109166,3.7.0-alpha
vrf_fluid_temperature_control.osm,23.1.0-87ed9199d4,1444312.1624470423,3.7.0-alpha
coilsystem_waterhx.osm,23.1.0-87ed9199d4,4185731.010385266,3.7.0-alpha
dsn_oa_w_ideal_loads.osm,23.1.0-87ed9199d4,6490907.550528082,3.7.0-alpha
ideal_plant.rb,23.1.0-87ed9199d4,7156995.509999468,3.7.0-alpha
schedule_ruleset_2012_LeapYear.osm,23.1.0-87ed9199d4,6791820.529885153,3.7.0-alpha
hot_water.rb,23.1.0-87ed9199d4,7150010.097822759,3.7.0-alpha
humidity_control_2.rb,23.1.0-87ed9199d4,5797114.896629936,3.7.0-alpha
interior_partitions.osm,23.1.0-87ed9199d4,6113827.987382632,3.7.0-alpha
airloop_and_zonehvac.rb,23.1.0-87ed9199d4,4538318.97914182,3.7.0-alpha
solar_collector_integralcollectorstorage.osm,23.1.0-87ed9199d4,6263128.140174385,3.7.0-alpha
