,E+,SiteKBTU,OS
coolingtowers.rb,9.2.0-d67e9e635f,7878094.775133841,2.9.0
pv_and_storage_demandleveling.osm,9.2.0-d67e9e635f,5554568.495541759,2.9.0
additional_props.rb,9.2.0-d67e9e635f,5632952.9713916695,2.9.0
baseline_sys09.osm,9.2.0-d67e9e635f,6738941.812742874,2.9.0
asymmetric_interior_constructions.osm,9.2.0-d67e9e635f,5806327.679039382,2.9.0
fan_on_off.osm,9.2.0-d67e9e635f,7853622.137087351,2.9.0
cooling_coils.rb,9.2.0-d67e9e635f,8162127.1315781325,2.9.0
hightemprad.rb,9.2.0-d67e9e635f,4425974.215871082,2.9.0
surface_properties.osm,9.2.0-d67e9e635f,7565163.474691195,2.9.0
plant_op_deltatemp_schemes.osm,9.2.0-d67e9e635f,2419322.1559421485,2.9.0
dist_ht_cl.osm,9.2.0-d67e9e635f,7573523.221692359,2.9.0
vrf.rb,9.2.0-d67e9e635f,4214620.476212416,2.9.0
airloop_and_zonehvac.osm,9.2.0-d67e9e635f,5651056.278389655,2.9.0
hightemprad.osm,9.2.0-d67e9e635f,4425974.215871082,2.9.0
hot_water.osm,9.2.0-d67e9e635f,7151583.47424248,2.9.0
scheduled_infiltration.osm,9.2.0-d67e9e635f,753078.6147737431,2.9.0
coil_waterheating_desuperheater.rb,9.2.0-d67e9e635f,2857659.1395734483,2.9.0
utility_bill01.osm,9.2.0-d67e9e635f,5639454.996837019,2.9.0
zone_mixing.rb,9.2.0-d67e9e635f,1044617.6828109166,2.9.0
plenums.rb,9.2.0-d67e9e635f,5219486.708997392,2.9.0
unitary_test.osm,9.2.0-d67e9e635f,2120380.6361953286,2.9.0
availability_managers.osm,9.2.0-d67e9e635f,4291478.966498623,2.9.0
ducts_and_pipes.rb,9.2.0-d67e9e635f,5378757.897894842,2.9.0
baseline_sys10.rb,9.2.0-d67e9e635f,5915990.119859633,2.9.0
refrigeration_system.rb,9.2.0-d67e9e635f,8599658.470657166,2.9.0
airterminal_fourpipebeam.osm,9.2.0-d67e9e635f,6121495.827885967,2.9.0
zone_air_movement.rb,9.2.0-d67e9e635f,34213724.24062674,2.9.0
multiple_loops_w_plenums.rb,9.2.0-d67e9e635f,6691171.829879083,2.9.0
lowtemprad_constflow.rb,9.2.0-d67e9e635f,9000935.804884214,2.9.0
thermal_storage.osm,9.2.0-d67e9e635f,7821794.438187229,2.9.0
fan_on_off.rb,9.2.0-d67e9e635f,8434681.42269543,2.9.0
schedule_fixed_interval.rb,9.2.0-d67e9e635f,4248514.41643482,2.9.0
humidity_control.osm,9.2.0-d67e9e635f,7918576.044342423,2.9.0
fuelcell.rb,9.2.0-d67e9e635f,7470618.716939942,2.9.0
unitary_vav_bypass.osm,9.2.0-d67e9e635f,4587577.034884502,2.9.0
airloop_avms.rb,9.2.0-d67e9e635f,4180830.795873246,2.9.0
schedule_ruleset_2012_NonLeapYear.osm,9.2.0-d67e9e635f,6791820.529885153,2.9.0
schedule_fixed_interval_schedulefile.rb,9.2.0-d67e9e635f,4248514.41643482,2.9.0
foundation_kiva.rb,9.2.0-d67e9e635f,4248315.374839555,2.9.0
moisture_settings.osm,9.2.0-d67e9e635f,5636137.636915922,2.9.0
daylighting_no_shades.rb,9.2.0-d67e9e635f,5558994.801493622,2.9.0
vrf.osm,9.2.0-d67e9e635f,3939146.9083645535,2.9.0
water_economizer.osm,9.2.0-d67e9e635f,6985554.3492771955,2.9.0
transformer.osm,9.2.0-d67e9e635f,5632962.449562874,2.9.0
zone_hvac2.osm,9.2.0-d67e9e635f,4224591.512318112,2.9.0
baseline_sys01.rb,9.2.0-d67e9e635f,5632952.9713916695,2.9.0
lifecyclecostparameters.rb,9.2.0-d67e9e635f,166569.38072386238,2.9.0
roof_vegetation.rb,9.2.0-d67e9e635f,4741976.443783542,2.9.0
performanceprecisiontradeoffs.rb,9.2.0-d67e9e635f,4410894.445486898,2.9.0
sql_partial_leap_end,9.2.0-d67e9e635f,0.0,2.9.0
solar_collector_flat_plate_water.osm,9.2.0-d67e9e635f,6115031.715125429,2.9.0
baseline_sys07.osm,9.2.0-d67e9e635f,7723193.023161035,2.9.0
coilsystem_dxhx.osm,9.2.0-d67e9e635f,1156753.9263151851,2.9.0
photovoltaics.rb,9.2.0-d67e9e635f,5633426.879951826,2.9.0
lowtemprad_varflow.osm,9.2.0-d67e9e635f,2089235.3656218331,2.9.0
