,E+,SiteKBTU,OS
baseline_sys06.osm,9.5.0-de239b2e5f,6354876.837420714,3.2.1
humidity_control.rb,9.5.0-de239b2e5f,7918604.478856031,3.2.1
zone_hvac_cooling_panel.rb,9.5.0-de239b2e5f,1045053.6786862605,3.2.1
water_economizer.rb,9.5.0-de239b2e5f,7873858.03260604,3.2.1
heatpump_varspeed.rb,9.5.0-de239b2e5f,1575945.004116156,3.2.1
swimmingpool_indoor.osm,9.5.0-de239b2e5f,11524735.8419985,3.2.1
schedule_fixed_interval.osm,9.5.0-de239b2e5f,4177693.5212050085,3.2.1
water_heaters.osm,9.5.0-de239b2e5f,6287420.692968016,3.2.1
baseline_sys08.osm,9.5.0-de239b2e5f,6541359.855842359,3.2.1
plenums.rb,9.5.0-de239b2e5f,5220263.919036048,3.2.1
elcd_no_generators.rb,9.5.0-de239b2e5f,1051195.5336258907,3.2.1
fan_systemmodel.rb,9.5.0-de239b2e5f,11964541.942166286,3.2.1
baseline_sys09.rb,9.5.0-de239b2e5f,6752855.768069074,3.2.1
humidity_control.osm,9.5.0-de239b2e5f,7918604.478856031,3.2.1
multi_stage.rb,9.5.0-de239b2e5f,2983301.777042182,3.2.1
unitary_system.rb,9.5.0-de239b2e5f,3817712.578910011,3.2.1
dist_ht_cl.osm,9.5.0-de239b2e5f,7575172.423481704,3.2.1
utility_bill02.rb,9.5.0-de239b2e5f,5643123.049092632,3.2.1
fan_componentmodel.rb,9.5.0-de239b2e5f,3923327.840626524,3.2.1
multi_stage.osm,9.5.0-de239b2e5f,2982496.1324899155,3.2.1
generator_microturbine.rb,9.5.0-de239b2e5f,48438298.19349532,3.2.1
foundation_kiva_customblocks.rb,9.5.0-de239b2e5f,4261926.028687253,3.2.1
unitary_systems_airloop_and_zonehvac.rb,9.5.0-de239b2e5f,5635502.599445313,3.2.1
pthp_othercoils.osm,9.5.0-de239b2e5f,3937061.7106998637,3.2.1
lowtemprad_electric.osm,9.5.0-de239b2e5f,2104419.3958892524,3.2.1
hightemprad.rb,9.5.0-de239b2e5f,4425917.346843864,3.2.1
shadowcalculation.osm,9.5.0-de239b2e5f,2938782.806901065,3.2.1
zone_hvac.osm,9.5.0-de239b2e5f,,3.2.1
lifecyclecostparameters.osm,9.5.0-de239b2e5f,166190.25387573708,3.2.1
dist_ht_cl.rb,9.5.0-de239b2e5f,7572584.882743249,3.2.1
heatpump_varspeed.osm,9.5.0-de239b2e5f,1575945.004116156,3.2.1
unitary_systems_airloop_and_zonehvac.osm,9.5.0-de239b2e5f,5633322.620068592,3.2.1
performanceprecisiontradeoffs.rb,9.5.0-de239b2e5f,4410875.489144491,3.2.1
zone_air_movement.osm,9.5.0-de239b2e5f,34213724.24062674,3.2.1
zone_air_movement.rb,9.5.0-de239b2e5f,34213724.24062674,3.2.1
solar_collector_integralcollectorstorage.rb,9.5.0-de239b2e5f,6264398.215115605,3.2.1
availability_managers.osm,9.5.0-de239b2e5f,4288948.2947873855,3.2.1
absorption_chillers.rb,9.5.0-de239b2e5f,7841594.337830574,3.2.1
plant_op_schemes.rb,9.5.0-de239b2e5f,7761996.656066663,3.2.1
infiltration.rb,9.5.0-de239b2e5f,1044617.6828109166,3.2.1
airterminal_fourpipebeam.rb,9.5.0-de239b2e5f,6122538.42671831,3.2.1
schedule_fixed_interval_schedulefile.rb,9.5.0-de239b2e5f,4248485.981921211,3.2.1
plant_op_schemes.osm,9.5.0-de239b2e5f,7761996.656066663,3.2.1
unitary_test.osm,9.5.0-de239b2e5f,2120361.679852922,3.2.1
schedule_file.osm,9.5.0-de239b2e5f,6910856.882025303,3.2.1
multiple_loops_w_plenums.osm,9.5.0-de239b2e5f,6491902.75850441,3.2.1
doas_coil_cooling_dx_two_speed.osm,9.5.0-de239b2e5f,3386759.0906459517,3.2.1
meters.osm,9.5.0-de239b2e5f,7823434.161805371,3.2.1
photovoltaics_sandia.rb,9.5.0-de239b2e5f,1957052.7900229378,3.2.1
zone_mixing.osm,9.5.0-de239b2e5f,1044617.6828109166,3.2.1
baseline_sys07.osm,9.5.0-de239b2e5f,7568243.880332214,3.2.1
foundation_kiva.osm,9.5.0-de239b2e5f,4266636.67977521,3.2.1
lowtemprad_constflow.osm,9.5.0-de239b2e5f,8970491.918979753,3.2.1
fuelcell.osm,9.5.0-de239b2e5f,7455813.8135206485,3.2.1
generator_windturbine.rb,9.5.0-de239b2e5f,2938782.806901065,3.2.1
zone_hvac_equipment_list.rb,9.5.0-de239b2e5f,2980439.369338836,3.2.1
surfacecontrol_moveableinsulation.osm,9.5.0-de239b2e5f,2950497.8265081383,3.2.1
zone_property_user_view_factors_by_surface_name.rb,9.5.0-de239b2e5f,3779316.5073661185,3.2.1
doas_heatexchanger_airtoair_sensibleandlatent.osm,9.5.0-de239b2e5f,3284698.1431306135,3.2.1
coilsystem_waterhx.rb,9.5.0-de239b2e5f,4185958.486494141,3.2.1
air_chillers.rb,9.5.0-de239b2e5f,12546653.304777913,3.2.1
baseline_sys05.rb,9.5.0-de239b2e5f,7414479.508903784,3.2.1
utility_bill01.osm,9.5.0-de239b2e5f,5639426.56232341,3.2.1
shadingcontrol_singlezone.rb,9.5.0-de239b2e5f,6476917.769832257,3.2.1
transformer.rb,9.5.0-de239b2e5f,5632943.493220466,3.2.1
storage_liion_battery.rb,9.5.0-de239b2e5f,2089235.3656218331,3.2.1
utility_bill01.rb,9.5.0-de239b2e5f,5639426.56232341,3.2.1
baseline_sys02.osm,9.5.0-de239b2e5f,3972955.545046129,3.2.1
generator_microturbine.osm,9.5.0-de239b2e5f,48438298.19349532,3.2.1
sizing_zone_dszad.rb,9.5.0-de239b2e5f,2938782.806901065,3.2.1
shadowcalculation.rb,9.5.0-de239b2e5f,2938782.806901065,3.2.1
epw_design_conditions.osm,9.5.0-de239b2e5f,5632934.015049264,3.2.1
absorption_chillers.osm,9.5.0-de239b2e5f,7841594.337830574,3.2.1
plant_op_deltatemp_schemes.rb,9.5.0-de239b2e5f,2420487.971000134,3.2.1
vrf_watercooled.rb,9.5.0-de239b2e5f,7307736.344814098,3.2.1
fluid_coolers.rb,9.5.0-de239b2e5f,5311026.8864772525,3.2.1
vrf.rb,9.5.0-de239b2e5f,3807722.5864619086,3.2.1
electric_equipment_ITE.osm,9.5.0-de239b2e5f,7895468.262949184,3.2.1
