,E+,SiteKBTU,OS
ducts_and_pipes.osm,8.9.0-1c5ba897d1,7003686.090788789,2.4.3
ideal_plant.osm,8.9.0-1c5ba897d1,7157725.32918211,2.4.3
space_load_instances.osm,8.9.0-1c5ba897d1,4981025.399697764,2.4.3
centralheatpumpsystem.rb,8.9.0-1c5ba897d1,7430203.794929782,2.4.3
heatexchanger_airtoair_sensibleandlatent.rb,8.9.0-1c5ba897d1,3455911.8277440113,2.4.3
meters.rb,8.9.0-1c5ba897d1,9152795.063900813,2.4.3
baseline_sys09.rb,8.9.0-1c5ba897d1,6752324.990481698,2.4.3
air_terminals.osm,8.9.0-1c5ba897d1,11193786.538098698,2.4.3
baseline_sys02.rb,8.9.0-1c5ba897d1,3794879.664481663,2.4.3
interior_partitions.osm,8.9.0-1c5ba897d1,6108889.860185799,2.4.3
hot_water.rb,8.9.0-1c5ba897d1,7150749.395176603,2.4.3
dual_duct.rb,8.9.0-1c5ba897d1,5382425.950150454,2.4.3
ideal_plant.rb,8.9.0-1c5ba897d1,7157725.32918211,2.4.3
heatpump_hot_water.rb,8.9.0-1c5ba897d1,4528850.286109889,2.4.3
schedule_ruleset_2012_LeapYear.rb,8.9.0-1c5ba897d1,6790815.843737621,2.4.3
meters.osm,8.9.0-1c5ba897d1,9152814.02024322,2.4.3
fluid_coolers.rb,8.9.0-1c5ba897d1,6858300.42270393,2.4.3
airterminal_cooledbeam.osm,8.9.0-1c5ba897d1,6206496.067235664,2.4.3
zone_hvac.rb,8.9.0-1c5ba897d1,6287780.863473735,2.4.3
baseline_sys04.rb,8.9.0-1c5ba897d1,4435604.037813466,2.4.3
plant_op_temp_schemes.osm,8.9.0-1c5ba897d1,2668541.1895573325,2.4.3
utility_bill02.osm,8.9.0-1c5ba897d1,5657018.048076426,2.4.3
baseline_sys04.osm,8.9.0-1c5ba897d1,4462180.829867051,2.4.3
plantloop_avms.osm,8.9.0-1c5ba897d1,5626735.291082415,2.4.3
baseline_sys03.rb,8.9.0-1c5ba897d1,7142455.995373862,2.4.3
daylighting_shades.rb,8.9.0-1c5ba897d1,5672401.11993911,2.4.3
fluid_coolers.osm,8.9.0-1c5ba897d1,6858300.42270393,2.4.3
baseline_sys08.rb,8.9.0-1c5ba897d1,6552800.008484541,2.4.3
headered_pumps.osm,8.9.0-1c5ba897d1,8950398.196029108,2.4.3
autosize_hvac.rb,8.9.0-1c5ba897d1,,2.4.3
refrigeration_system.osm,8.9.0-1c5ba897d1,8702231.239417473,2.4.3
setpoint_managers.osm,8.9.0-1c5ba897d1,9431671.295210602,2.4.3
baseline_sys03.osm,8.9.0-1c5ba897d1,7136873.352535217,2.4.3
plant_op_schemes.rb,8.9.0-1c5ba897d1,9083831.890226819,2.4.3
dist_ht_cl.rb,8.9.0-1c5ba897d1,8783089.517951401,2.4.3
lowtemprad_electric.osm,8.9.0-1c5ba897d1,2104428.8740604552,2.4.3
plant_op_schemes.osm,8.9.0-1c5ba897d1,9083860.324740427,2.4.3
generator_microturbine.osm,8.9.0-1c5ba897d1,49554021.11667214,2.4.3
availability_managers.rb,8.9.0-1c5ba897d1,4293933.8128402345,2.4.3
absorption_chillers.osm,8.9.0-1c5ba897d1,9173504.86797966,2.4.3
ExampleModel.rb,8.9.0-1c5ba897d1,166370.3391285966,2.4.3
zone_fan_exhaust.rb,8.9.0-1c5ba897d1,4182821.2118259035,2.4.3
plantloop_avms_temp.osm,8.9.0-1c5ba897d1,8133029.145984513,2.4.3
water_economizer.rb,8.9.0-1c5ba897d1,9167429.360238452,2.4.3
roof_vegetation.osm,8.9.0-1c5ba897d1,4741597.316935416,2.4.3
daylighting_shades.osm,8.9.0-1c5ba897d1,5672401.11993911,2.4.3
schedule_ruleset_2013.osm,8.9.0-1c5ba897d1,6779574.732690706,2.4.3
lowtemprad_varflow.rb,8.9.0-1c5ba897d1,2089235.3656218331,2.4.3
zone_hvac.osm,8.9.0-1c5ba897d1,3839038.4641170604,2.4.3
plant_op_temp_schemes.rb,8.9.0-1c5ba897d1,2668541.1895573325,2.4.3
ems.rb,8.9.0-1c5ba897d1,5626735.291082415,2.4.3
schedule_ruleset_2012_LeapYear.osm,8.9.0-1c5ba897d1,6790815.843737621,2.4.3
airloop_and_zonehvac.rb,8.9.0-1c5ba897d1,3769876.2488477975,2.4.3
schedule_ruleset_2012_NonLeapYear.rb,8.9.0-1c5ba897d1,6790815.843737621,2.4.3
plenums.osm,8.9.0-1c5ba897d1,5738625.102135401,2.4.3
multi_stage.osm,8.9.0-1c5ba897d1,2968724.3497317634,2.4.3
unitary_vav_bypass.rb,8.9.0-1c5ba897d1,4573833.686639959,2.4.3
evaporative_cooling.rb,8.9.0-1c5ba897d1,7136570.051056717,2.4.3
air_terminals.rb,8.9.0-1c5ba897d1,8637229.941306386,2.4.3
lifecyclecostparameters.osm,8.9.0-1c5ba897d1,166067.03765009635,2.4.3
airloop_avms.osm,8.9.0-1c5ba897d1,4179285.8539671353,2.4.3
baseline_sys08.osm,8.9.0-1c5ba897d1,6540601.602146109,2.4.3
absorption_chillers.rb,8.9.0-1c5ba897d1,9173514.346150864,2.4.3
exterior_equipment.osm,8.9.0-1c5ba897d1,4921597.26625412,2.4.3
airterminal_cooledbeam.rb,8.9.0-1c5ba897d1,6211074.023926778,2.4.3
lowtemprad_constflow.osm,8.9.0-1c5ba897d1,8979922.69932687,2.4.3
baseline_sys07.rb,8.9.0-1c5ba897d1,9152795.063900813,2.4.3
space_load_instances.rb,8.9.0-1c5ba897d1,4981025.399697764,2.4.3
zone_air_movement.osm,8.9.0-1c5ba897d1,34212738.51082161,2.4.3
unitary_system_performance_multispeed.osm,8.9.0-1c5ba897d1,2154862.223032327,2.4.3
photovoltaics.osm,8.9.0-1c5ba897d1,5627275.546840994,2.4.3
water_heaters.rb,8.9.0-1c5ba897d1,6091459.503343238,2.4.3
exterior_equipment.rb,8.9.0-1c5ba897d1,4921597.26625412,2.4.3
baseline_sys01.osm,8.9.0-1c5ba897d1,5645113.46504529,2.4.3
setpoint_managers.rb,8.9.0-1c5ba897d1,9431671.295210602,2.4.3
utility_bill02.rb,8.9.0-1c5ba897d1,5657018.048076426,2.4.3
pv_and_storage_demandleveling.rb,8.9.0-1c5ba897d1,5547924.297528362,2.4.3
lowtemprad_electric.rb,8.9.0-1c5ba897d1,2104135.050753158,2.4.3
dual_duct.osm,8.9.0-1c5ba897d1,5382425.950150454,2.4.3
generator_microturbine.rb,8.9.0-1c5ba897d1,49554021.11667214,2.4.3
unitary_system.rb,8.9.0-1c5ba897d1,3676885.911173858,2.4.3
humidity_control.rb,8.9.0-1c5ba897d1,7917884.137844593,2.4.3
evaporative_cooling.osm,8.9.0-1c5ba897d1,7105585.909393674,2.4.3
baseline_sys05.rb,8.9.0-1c5ba897d1,8431686.32059524,2.4.3
interior_partitions.rb,8.9.0-1c5ba897d1,2866473.8387923623,2.4.3
plantloop_avms_temp.rb,8.9.0-1c5ba897d1,8133029.145984513,2.4.3
zone_fan_exhaust.osm,8.9.0-1c5ba897d1,4186678.827505579,2.4.3
unitary_system_performance_multispeed.rb,8.9.0-1c5ba897d1,2146758.3866536478,2.4.3
dsn_oa_w_ideal_loads.rb,8.9.0-1c5ba897d1,6487694.4504902195,2.4.3
multi_stage.rb,8.9.0-1c5ba897d1,2968724.3497317634,2.4.3
baseline_sys06.rb,8.9.0-1c5ba897d1,6703540.843299171,2.4.3
unitary_test.rb,8.9.0-1c5ba897d1,3392445.9933678317,2.4.3
coolingtowers.osm,8.9.0-1c5ba897d1,8962918.860188447,2.4.3
foundation_kiva.osm,8.9.0-1c5ba897d1,4618902.390710858,2.4.3
surface_properties.rb,8.9.0-1c5ba897d1,7423787.073025261,2.4.3
dsn_oa_w_ideal_loads.osm,8.9.0-1c5ba897d1,6490585.292707175,2.4.3
pv_and_storage_facilityexcess.rb,8.9.0-1c5ba897d1,5620091.093069019,2.4.3
zone_hvac2.rb,8.9.0-1c5ba897d1,4334178.127768737,2.4.3
daylighting_no_shades.osm,8.9.0-1c5ba897d1,5552890.859238803,2.4.3
zone_mixing.osm,8.9.0-1c5ba897d1,1044617.6828109166,2.4.3
zone_control_contaminant_controller.rb,8.9.0-1c5ba897d1,6758703.799701407,2.4.3
coolingtowers.rb,8.9.0-1c5ba897d1,9195930.221046273,2.4.3
pv_and_storage_demandleveling.osm,8.9.0-1c5ba897d1,5547924.297528362,2.4.3
additional_props.rb,8.9.0-1c5ba897d1,5626735.291082415,2.4.3
baseline_sys09.osm,8.9.0-1c5ba897d1,6738325.731614671,2.4.3
asymmetric_interior_constructions.osm,8.9.0-1c5ba897d1,5806090.724759304,2.4.3
fan_on_off.osm,8.9.0-1c5ba897d1,8641646.769087046,2.4.3
cooling_coils.rb,8.9.0-1c5ba897d1,9098352.448510017,2.4.3
hightemprad.rb,8.9.0-1c5ba897d1,4426912.554820193,2.4.3
surface_properties.osm,8.9.0-1c5ba897d1,7557059.638312517,2.4.3
plant_op_deltatemp_schemes.osm,8.9.0-1c5ba897d1,2668541.1895573325,2.4.3
dist_ht_cl.osm,8.9.0-1c5ba897d1,8788027.645148234,2.4.3
vrf.rb,8.9.0-1c5ba897d1,4214990.124889338,2.4.3
airloop_and_zonehvac.osm,8.9.0-1c5ba897d1,5644819.641737993,2.4.3
hightemprad.osm,8.9.0-1c5ba897d1,4426912.554820193,2.4.3
hot_water.osm,8.9.0-1c5ba897d1,7150749.395176603,2.4.3
scheduled_infiltration.osm,8.9.0-1c5ba897d1,755087.9870688074,2.4.3
utility_bill01.osm,8.9.0-1c5ba897d1,5633379.489095811,2.4.3
zone_mixing.rb,8.9.0-1c5ba897d1,1044617.6828109166,2.4.3
plenums.rb,8.9.0-1c5ba897d1,5738625.102135401,2.4.3
unitary_test.osm,8.9.0-1c5ba897d1,3392445.9933678317,2.4.3
availability_managers.osm,8.9.0-1c5ba897d1,4293933.8128402345,2.4.3
ducts_and_pipes.rb,8.9.0-1c5ba897d1,7006036.677247167,2.4.3
baseline_sys10.rb,8.9.0-1c5ba897d1,5915525.6894706795,2.4.3
refrigeration_system.rb,8.9.0-1c5ba897d1,9416411.439573558,2.4.3
zone_air_movement.rb,8.9.0-1c5ba897d1,34212738.51082161,2.4.3
lowtemprad_constflow.rb,8.9.0-1c5ba897d1,9010423.454258552,2.4.3
thermal_storage.osm,8.9.0-1c5ba897d1,9152795.063900813,2.4.3
fan_on_off.rb,8.9.0-1c5ba897d1,9027228.251801707,2.4.3
humidity_control.osm,8.9.0-1c5ba897d1,7917884.137844593,2.4.3
fuelcell.rb,8.9.0-1c5ba897d1,7150749.395176603,2.4.3
unitary_vav_bypass.osm,8.9.0-1c5ba897d1,4573833.686639959,2.4.3
airloop_avms.rb,8.9.0-1c5ba897d1,4179285.8539671353,2.4.3
schedule_ruleset_2012_NonLeapYear.osm,8.9.0-1c5ba897d1,6790815.843737621,2.4.3
foundation_kiva.rb,8.9.0-1c5ba897d1,4618902.390710858,2.4.3
moisture_settings.osm,8.9.0-1c5ba897d1,5648013.785433449,2.4.3
daylighting_no_shades.rb,8.9.0-1c5ba897d1,5552890.859238803,2.4.3
vrf.osm,8.9.0-1c5ba897d1,3937734.660855286,2.4.3
water_economizer.osm,8.9.0-1c5ba897d1,8041157.232512544,2.4.3
zone_hvac2.osm,8.9.0-1c5ba897d1,4334178.127768737,2.4.3
baseline_sys01.rb,8.9.0-1c5ba897d1,5626735.291082415,2.4.3
lifecyclecostparameters.rb,8.9.0-1c5ba897d1,166370.3391285966,2.4.3
roof_vegetation.rb,8.9.0-1c5ba897d1,4741597.316935416,2.4.3
solar_collector_flat_plate_water.osm,8.9.0-1c5ba897d1,6108889.860185799,2.4.3
baseline_sys07.osm,8.9.0-1c5ba897d1,8923707.665921086,2.4.3
photovoltaics.rb,8.9.0-1c5ba897d1,5627275.546840994,2.4.3
lowtemprad_varflow.osm,8.9.0-1c5ba897d1,2089235.3656218331,2.4.3
