,E+,SiteKBTU,OS
additional_props.osm,9.4.0-998c4b761e,5632934.015049264,3.1.0
thermal_storage.osm,9.4.0-998c4b761e,7823434.161805371,3.1.0
surfacecontrol_moveableinsulation.rb,9.4.0-998c4b761e,2950497.8265081383,3.1.0
plantloop_avms.rb,9.4.0-998c4b761e,5632934.015049264,3.1.0
ems.rb,9.4.0-998c4b761e,5632934.015049264,3.1.0
refrigeration_system.osm,9.4.0-998c4b761e,8575688.175684443,3.1.0
unitary_test.osm,9.4.0-998c4b761e,2120361.679852922,3.1.0
dist_ht_cl.osm,9.4.0-998c4b761e,7575172.423481704,3.1.0
unitary_vav_bypass.rb,9.4.0-998c4b761e,4587548.600370893,3.1.0
airterminal_cooledbeam.osm,9.4.0-998c4b761e,6207055.279336649,3.1.0
foundation_kiva.osm,9.4.0-998c4b761e,4266636.67977521,3.1.0
multi_stage.rb,9.4.0-998c4b761e,2982960.562878869,3.1.0
plant_op_temp_schemes.rb,9.4.0-998c4b761e,2420487.971000134,3.1.0
multiple_loops_w_plenums.rb,9.4.0-998c4b761e,6491902.75850441,3.1.0
airterminal_cooledbeam.rb,9.4.0-998c4b761e,6211690.105054982,3.1.0
availability_managers.rb,9.4.0-998c4b761e,4288948.2947873855,3.1.0
setpoint_managers.rb,9.4.0-998c4b761e,8017035.28680057,3.1.0
fan_systemmodel.osm,9.4.0-998c4b761e,11964598.811193505,3.1.0
epw_design_conditions.rb,9.4.0-998c4b761e,5632934.015049264,3.1.0
foundation_kiva_customblocks.osm,9.4.0-998c4b761e,4261926.028687253,3.1.0
pvwatts.osm,9.4.0-998c4b761e,5651340.623525748,3.1.0
solar_collector_integralcollectorstorage.rb,9.4.0-998c4b761e,6264398.215115605,3.1.0
coilsystem_dxhx.rb,9.4.0-998c4b761e,1159066.6000887495,3.1.0
pvwatts.rb,9.4.0-998c4b761e,5633152.012986936,3.1.0
zone_hvac.osm,9.4.0-998c4b761e,,3.1.0
interior_partitions.osm,9.4.0-998c4b761e,6115022.236954226,3.1.0
foundation_kiva_customblocks.rb,9.4.0-998c4b761e,4261926.028687253,3.1.0
vrf.osm,9.4.0-998c4b761e,3526154.5545304315,3.1.0
unitary_systems_airloop_and_zonehvac.osm,9.4.0-998c4b761e,5633322.620068592,3.1.0
output_objects.osm,9.4.0-998c4b761e,1957005.3991669219,3.1.0
lowtemprad_constflow.osm,9.4.0-998c4b761e,,3.1.0
baseline_sys08.rb,9.4.0-998c4b761e,6553387.655099135,3.1.0
surface_properties.osm,9.4.0-998c4b761e,7565106.605663977,3.1.0
water_heaters.rb,9.4.0-998c4b761e,6095980.591007132,3.1.0
schedule_ruleset_2013.osm,9.4.0-998c4b761e,6780579.418838238,3.1.0
coolingtowers.rb,9.4.0-998c4b761e,7879383.806417467,3.1.0
hightemprad.osm,9.4.0-998c4b761e,4425917.346843864,3.1.0
coilsystem_waterhx.rb,9.4.0-998c4b761e,4185967.9646653445,3.1.0
utility_bill01.osm,9.4.0-998c4b761e,5639426.56232341,3.1.0
unitary_vav_bypass.osm,9.4.0-998c4b761e,4587548.600370893,3.1.0
interior_partitions.rb,9.4.0-998c4b761e,2868909.728791568,3.1.0
space_load_instances.osm,9.4.0-998c4b761e,4981423.482888296,3.1.0
performanceprecisiontradeoffs.rb,9.4.0-998c4b761e,4410875.489144491,3.1.0
space_load_instances.rb,9.4.0-998c4b761e,4981423.482888296,3.1.0
generator_microturbine.osm,9.4.0-998c4b761e,48438298.19349532,3.1.0
lowtemprad_electric.rb,9.4.0-998c4b761e,2104125.5725819548,3.1.0
unitary_test.rb,9.4.0-998c4b761e,2120361.679852922,3.1.0
adiabatic_construction_set.rb,9.4.0-998c4b761e,1894477.9037398524,3.1.0
baseline_sys01.rb,9.4.0-998c4b761e,5632934.015049264,3.1.0
hot_water.rb,9.4.0-998c4b761e,7151583.47424248,3.1.0
ExampleModel.rb,9.4.0-998c4b761e,166484.07718303418,3.1.0
unitary_systems_airloop_and_zonehvac.rb,9.4.0-998c4b761e,5635502.599445313,3.1.0
solar_collector_flat_plate_water.rb,9.4.0-998c4b761e,6115041.193296633,3.1.0
exterior_equipment.rb,9.4.0-998c4b761e,4922109.087499089,3.1.0
hot_water.osm,9.4.0-998c4b761e,7151583.47424248,3.1.0
availability_managers.osm,9.4.0-998c4b761e,4288948.2947873855,3.1.0
baseline_sys07.osm,9.4.0-998c4b761e,7568243.880332214,3.1.0
airloop_avms.osm,9.4.0-998c4b761e,4180811.8395308396,3.1.0
baseline_sys10.osm,9.4.0-998c4b761e,5904786.921497529,3.1.0
unitary_system.osm,9.4.0-998c4b761e,3817722.0570812137,3.1.0
plant_op_deltatemp_schemes.rb,9.4.0-998c4b761e,2420487.971000134,3.1.0
plant_op_deltatemp_schemes.osm,9.4.0-998c4b761e,2420487.971000134,3.1.0
dsn_oa_w_ideal_loads.osm,9.4.0-998c4b761e,6490907.550528082,3.1.0
zone_air_movement.rb,9.4.0-998c4b761e,34213724.24062674,3.1.0
transformer.rb,9.4.0-998c4b761e,5632943.493220466,3.1.0
sizing_zone_dszad.rb,9.4.0-998c4b761e,2938782.806901065,3.1.0
plant_op_temp_schemes.osm,9.4.0-998c4b761e,2420487.971000134,3.1.0
absorption_chillers.osm,9.4.0-998c4b761e,7841594.337830574,3.1.0
plenums.osm,9.4.0-998c4b761e,5220263.919036048,3.1.0
multiple_airloops.osm,9.4.0-998c4b761e,13206258.195146358,3.1.0
ducts_and_pipes.rb,9.4.0-998c4b761e,5379535.107933498,3.1.0
hightemprad.rb,9.4.0-998c4b761e,4425917.346843864,3.1.0
heatpump_hot_water.osm,9.4.0-998c4b761e,4530736.442179314,3.1.0
unitary_system_performance_multispeed.rb,9.4.0-998c4b761e,2148995.2350575873,3.1.0
baseline_sys08.osm,9.4.0-998c4b761e,6541359.855842359,3.1.0
lowtemprad_constflow.rb,9.4.0-998c4b761e,9001523.45149881,3.1.0
daylighting_no_shades.osm,9.4.0-998c4b761e,5559004.279664826,3.1.0
schedule_ruleset_2013.rb,9.4.0-998c4b761e,6780579.418838238,3.1.0
moisture_settings.rb,9.4.0-998c4b761e,5636621.023647282,3.1.0
ideal_plant.rb,9.4.0-998c4b761e,7158559.408247986,3.1.0
dist_ht_cl.rb,9.4.0-998c4b761e,7572584.882743249,3.1.0
zone_hvac_equipment_list.osm,9.4.0-998c4b761e,2980439.369338836,3.1.0
epw_design_conditions.osm,9.4.0-998c4b761e,5632934.015049264,3.1.0
air_chillers.osm,9.4.0-998c4b761e,4225046.464535862,3.1.0
utility_bill02.osm,9.4.0-998c4b761e,5643123.049092632,3.1.0
plantloop_avms_temp.rb,9.4.0-998c4b761e,7091453.956129802,3.1.0
zone_mixing.rb,9.4.0-998c4b761e,1044617.6828109166,3.1.0
fan_on_off.osm,9.4.0-998c4b761e,7620951.990392837,3.1.0
coilsystem_waterhx.osm,9.4.0-998c4b761e,4185967.9646653445,3.1.0
coilsystem_dxhx.osm,9.4.0-998c4b761e,1159066.6000887495,3.1.0
zone_property_user_view_factors_by_surface_name.osm,9.4.0-998c4b761e,3779316.5073661185,3.1.0
meters.rb,9.4.0-998c4b761e,7823434.161805371,3.1.0
coil_waterheating_desuperheater.rb,9.4.0-998c4b761e,2822570.9497794495,3.1.0
schedule_fixed_interval_schedulefile.osm,9.4.0-998c4b761e,4177693.5212050085,3.1.0
outputcontrol_files.osm,9.4.0-998c4b761e,1957005.3991669219,3.1.0
schedule_ruleset_2012_NonLeapYear.rb,9.4.0-998c4b761e,6791820.529885153,3.1.0
humidity_control.rb,9.4.0-998c4b761e,7918604.478856031,3.1.0
chillers_tertiary.rb,9.4.0-998c4b761e,3129711.08761698,3.1.0
zoneventilation_windandstackopenarea.osm,9.4.0-998c4b761e,10637237.803221922,3.1.0
water_economizer.rb,9.4.0-998c4b761e,7873858.03260604,3.1.0
daylighting_shades.osm,9.4.0-998c4b761e,5577951.143899889,3.1.0
roof_vegetation.osm,9.4.0-998c4b761e,4741957.487441136,3.1.0
surface_properties.rb,9.4.0-998c4b761e,7431236.915590923,3.1.0
fuelcell.rb,9.4.0-998c4b761e,7470609.238768739,3.1.0
coil_cooling_dx.rb,9.4.0-998c4b761e,1096245.2813543826,3.1.0
heatexchanger_airtoair_sensibleandlatent.rb,9.4.0-998c4b761e,3457513.638677341,3.1.0
air_chillers.rb,9.4.0-998c4b761e,12546653.304777913,3.1.0
airloop_and_zonehvac.osm,9.4.0-998c4b761e,5651046.800218451,3.1.0
schedule_ruleset_2012_NonLeapYear.osm,9.4.0-998c4b761e,6791820.529885153,3.1.0
afn_single_zone_nv.osm,9.4.0-998c4b761e,1044617.6828109166,3.1.0
fan_systemmodel.rb,9.4.0-998c4b761e,11964598.811193505,3.1.0
headered_pumps.rb,9.4.0-998c4b761e,7691204.19535046,3.1.0
thermal_storage.rb,9.4.0-998c4b761e,7823434.161805371,3.1.0
tablemultivariablelookup.osm,9.4.0-998c4b761e,6122547.904889514,3.1.0
ems_1floor_SpaceType_1space.osm,9.4.0-998c4b761e,4511400.972924922,3.1.0
plantloop_avms.osm,9.4.0-998c4b761e,5632934.015049264,3.1.0
meters.osm,9.4.0-998c4b761e,7823434.161805371,3.1.0
pv_and_storage_facilityexcess.osm,9.4.0-998c4b761e,5626204.513495039,3.1.0
zone_hvac.rb,9.4.0-998c4b761e,,3.1.0
exterior_equipment.osm,9.4.0-998c4b761e,4922109.087499089,3.1.0
heatexchanger_airtoair_sensibleandlatent.osm,9.4.0-998c4b761e,3464423.2254844247,3.1.0
schedule_file.osm,9.4.0-998c4b761e,6910856.882025303,3.1.0
plenums.rb,9.4.0-998c4b761e,5220263.919036048,3.1.0
baseline_sys01.osm,9.4.0-998c4b761e,5651340.623525748,3.1.0
lowtemprad_varflow.rb,9.4.0-998c4b761e,2089235.3656218331,3.1.0
zone_control_contaminant_controller.osm,9.4.0-998c4b761e,6759319.88082961,3.1.0
centralheatpumpsystem.osm,9.4.0-998c4b761e,7720880.349387471,3.1.0
refrigeration_system.rb,9.4.0-998c4b761e,8575688.175684443,3.1.0
electric_equipment_ITE.osm,9.4.0-998c4b761e,7895468.262949184,3.1.0
ducts_and_pipes.osm,9.4.0-998c4b761e,5389439.796840772,3.1.0
transformer.osm,9.4.0-998c4b761e,5632943.493220466,3.1.0
vrf.rb,9.4.0-998c4b761e,3807476.154010627,3.1.0
ems.osm,9.4.0-998c4b761e,,3.1.0
vrf_watercooled.osm,9.4.0-998c4b761e,7307669.997615676,3.1.0
shadingcontrol_singlezone.osm,9.4.0-998c4b761e,6485429.167572671,3.1.0
air_terminals.osm,9.4.0-998c4b761e,9936933.645707225,3.1.0
baseline_sys10.rb,9.4.0-998c4b761e,5915952.20717482,3.1.0
shadowcalculation.rb,9.4.0-998c4b761e,2938782.806901065,3.1.0
multiple_airloops.rb,9.4.0-998c4b761e,13206258.195146358,3.1.0
solar_collector_integralcollectorstorage.osm,9.4.0-998c4b761e,6264398.215115605,3.1.0
plant_op_schemes.osm,9.4.0-998c4b761e,7761996.656066663,3.1.0
output_objects.rb,9.4.0-998c4b761e,1957005.3991669219,3.1.0
baseline_sys05.rb,9.4.0-998c4b761e,7414479.508903784,3.1.0
zone_fan_exhaust.osm,9.4.0-998c4b761e,4188337.5074661276,3.1.0
unitary_system.rb,9.4.0-998c4b761e,3817722.0570812137,3.1.0
plant_op_schemes.rb,9.4.0-998c4b761e,7761996.656066663,3.1.0
headered_pumps.osm,9.4.0-998c4b761e,7693829.648773729,3.1.0
swimmingpool_indoor.osm,9.4.0-998c4b761e,11524735.8419985,3.1.0
lifecyclecostparameters.rb,9.4.0-998c4b761e,166484.07718303418,3.1.0
solar_collector_flat_plate_photovoltaicthermal.rb,9.4.0-998c4b761e,6246465.515199277,3.1.0
zone_air_movement.osm,9.4.0-998c4b761e,34213724.24062674,3.1.0
baseline_sys02.rb,9.4.0-998c4b761e,3793780.1966220997,3.1.0
baseline_sys05.osm,9.4.0-998c4b761e,6988672.667603026,3.1.0
daylighting_no_shades.rb,9.4.0-998c4b761e,5559004.279664826,3.1.0
vrf_watercooled.rb,9.4.0-998c4b761e,7307669.997615676,3.1.0
baseline_sys03.rb,9.4.0-998c4b761e,7143290.074439738,3.1.0
fluid_coolers.rb,9.4.0-998c4b761e,5302354.359826385,3.1.0
ideal_loads_w_plenums.rb,9.4.0-998c4b761e,1145200.0356185657,3.1.0
tablemultivariablelookup.rb,9.4.0-998c4b761e,6122547.904889514,3.1.0
zone_fan_exhaust.rb,9.4.0-998c4b761e,4184470.4136152496,3.1.0
ideal_loads_w_plenums.osm,9.4.0-998c4b761e,1145200.0356185657,3.1.0
utility_bill01.rb,9.4.0-998c4b761e,5639426.56232341,3.1.0
baseline_sys06.rb,9.4.0-998c4b761e,6704611.876645125,3.1.0
zone_mixing.osm,9.4.0-998c4b761e,1044617.6828109166,3.1.0
surfacecontrol_moveableinsulation.osm,9.4.0-998c4b761e,2950497.8265081383,3.1.0
unitary_system_performance_multispeed.osm,9.4.0-998c4b761e,2158264.886494252,3.1.0
electric_equipment_ITE.rb,9.4.0-998c4b761e,7895468.262949184,3.1.0
heatpump_hot_water.rb,9.4.0-998c4b761e,4530736.442179314,3.1.0
schedule_ruleset_2012_LeapYear.osm,9.4.0-998c4b761e,6791820.529885153,3.1.0
lifecyclecostparameters.osm,9.4.0-998c4b761e,166190.25387573708,3.1.0
dual_duct.osm,9.4.0-998c4b761e,5385269.401511394,3.1.0
shadingcontrol_singlezone.rb,9.4.0-998c4b761e,6485429.167572671,3.1.0
schedule_file.rb,9.4.0-998c4b761e,6910856.882025303,3.1.0
afn_single_zone_nv.rb,9.4.0-998c4b761e,1044617.6828109166,3.1.0
solar_collector_flat_plate_photovoltaicthermal.osm,9.4.0-998c4b761e,6246465.515199277,3.1.0
lowtemprad_varflow.osm,9.4.0-998c4b761e,2089235.3656218331,3.1.0
baseline_sys09.rb,9.4.0-998c4b761e,6752855.768069074,3.1.0
ems_scott.osm,9.4.0-998c4b761e,,3.1.0
roof_vegetation.rb,9.4.0-998c4b761e,4741957.487441136,3.1.0
baseline_sys06.osm,9.4.0-998c4b761e,6354876.837420714,3.1.0
fuelcell.osm,9.4.0-998c4b761e,7470609.238768739,3.1.0
evaporative_cooling.osm,9.4.0-998c4b761e,7408792.606181904,3.1.0
baseline_sys04.rb,9.4.0-998c4b761e,4436352.8133385135,3.1.0
ideal_plant.osm,9.4.0-998c4b761e,7158559.408247986,3.1.0
pv_and_storage_demandleveling.rb,9.4.0-998c4b761e,5554615.886397774,3.1.0
water_economizer.osm,9.4.0-998c4b761e,6911577.223036742,3.1.0
baseline_sys04.osm,9.4.0-998c4b761e,4462920.127220895,3.1.0
scheduled_infiltration.osm,9.4.0-998c4b761e,746026.8553986121,3.1.0
cooling_coils.osm,9.4.0-998c4b761e,8164913.713911854,3.1.0
multiple_loops_w_plenums.osm,9.4.0-998c4b761e,6491902.75850441,3.1.0
water_heaters.osm,9.4.0-998c4b761e,6287420.692968016,3.1.0
unitary_vav_bypass_plenum.rb,9.4.0-998c4b761e,3798926.843585401,3.1.0
baseline_sys09.osm,9.4.0-998c4b761e,6738884.943715654,3.1.0
zone_hvac2.rb,9.4.0-998c4b761e,4225046.464535862,3.1.0
schedule_ruleset_2012_LeapYear.rb,9.4.0-998c4b761e,6791820.529885153,3.1.0
swimmingpool_indoor.rb,9.4.0-998c4b761e,11524735.8419985,3.1.0
