,E+,SiteKBTU,OS
outputcontrol_files.rb,9.5.0-de239b2e5f,1957005.3991669219,3.2.0
infiltration.rb,9.5.0-de239b2e5f,1044617.6828109166,3.2.0
storage_liion_battery.rb,9.5.0-de239b2e5f,2089235.3656218331,3.2.0
baseline_sys02.osm,9.5.0-de239b2e5f,3972955.545046129,3.2.0
coil_cooling_dx.osm,9.5.0-de239b2e5f,1096245.2813543826,3.2.0
zoneventilation_windandstackopenarea.rb,9.5.0-de239b2e5f,10637237.803221922,3.2.0
utility_bill02.rb,9.5.0-de239b2e5f,5643123.049092632,3.2.0
multi_stage.osm,9.5.0-de239b2e5f,2983927.3363415888,3.2.0
adiabatic_construction_set.osm,9.5.0-de239b2e5f,1894477.9037398524,3.2.0
doas.rb,9.5.0-de239b2e5f,5718730.420780025,3.2.0
evaporative_cooling.rb,9.5.0-de239b2e5f,7137394.651951389,3.2.0
zone_hvac_equipment_list.rb,9.5.0-de239b2e5f,2980439.369338836,3.2.0
schedule_fixed_interval_schedulefile.rb,9.5.0-de239b2e5f,4248485.981921211,3.2.0
moisture_settings.osm,9.5.0-de239b2e5f,5636621.023647282,3.2.0
humidity_control.osm,9.5.0-de239b2e5f,7918604.478856031,3.2.0
airloop_avms.rb,9.5.0-de239b2e5f,4180811.8395308396,3.2.0
dual_duct.rb,9.5.0-de239b2e5f,5385269.401511394,3.2.0
setpoint_managers.osm,9.5.0-de239b2e5f,8017035.28680057,3.2.0
dsn_oa_w_ideal_loads.rb,9.5.0-de239b2e5f,6487931.404770298,3.2.0
fluid_coolers.osm,9.5.0-de239b2e5f,5311026.8864772525,3.2.0
pv_and_storage_demandleveling.osm,9.5.0-de239b2e5f,5554615.886397774,3.2.0
solar_collector_flat_plate_water.osm,9.5.0-de239b2e5f,6115041.193296633,3.2.0
baseline_sys03.osm,9.5.0-de239b2e5f,7137593.693546656,3.2.0
schedule_fixed_interval.rb,9.5.0-de239b2e5f,4248485.981921211,3.2.0
coil_waterheating_desuperheater.osm,9.5.0-de239b2e5f,2841877.984520232,3.2.0
pv_and_storage_facilityexcess.rb,9.5.0-de239b2e5f,5626204.513495039,3.2.0
plantloop_avms_temp.osm,9.5.0-de239b2e5f,7091453.956129802,3.2.0
performanceprecisiontradeoffs.osm,9.5.0-de239b2e5f,4410875.489144491,3.2.0
sizing_zone_dszad.osm,9.5.0-de239b2e5f,2938782.806901065,3.2.0
chillers_tertiary.osm,9.5.0-de239b2e5f,3129711.08761698,3.2.0
air_terminals.rb,9.5.0-de239b2e5f,8520288.265002128,3.2.0
lowtemprad_electric.osm,9.5.0-de239b2e5f,2104419.3958892524,3.2.0
generator_microturbine.rb,9.5.0-de239b2e5f,48438298.19349532,3.2.0
refrigeration_system_2.rb,9.5.0-de239b2e5f,3679302.844830657,3.2.0
